Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3(),Raw power(),Power Percent(%)()
 15:53:21.236,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.060, -0.333, 0.77, 0.523, 2.625, 0.427, 5.127, , , , , , , 56.42, 18.155, 111.819, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.239,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.327, 0.784, 0.521, 2.319, 0.366, 4.639, , , , , , , 56.437, 18.133, 111.835, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.239,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.319, 0.797, 0.517, 1.526, 0.488, 3.906, , , , , , , 56.453, 18.122, 111.852, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.239,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.316, 0.804, 0.512, 0.488, 0.366, 2.991, , , , , , , 56.459, 18.105, 111.863, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.239,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.315, 0.805, 0.507, -0.549, 0.183, 2.258, , , , , , , 56.464, 18.094, 111.885, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.239,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.314, 0.804, 0.506, -1.587, 0.305, 1.404, , , , , , , 56.459, 18.089, 111.89, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.239,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.314, 0.806, 0.508, -2.686, 0.366, 0.305, , , , , , , 56.448, 18.083, 111.896, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.240,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.316, 0.809, 0.51, -3.723, 0.244, -0.549, , , , , , , 56.431, 18.089, 111.896, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.240,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.317, 0.812, 0.511, -4.7, 0.061, -0.977, , , , , , , 56.409, 18.089, 111.907, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.240,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.316, 0.812, 0.517, -5.859, 0.122, -1.221, , , , , , , 56.376, 18.094, 111.901, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.240,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.317, 0.803, 0.522, -6.653, 0.305, -1.465, , , , , , , 56.343, 18.1, 111.901, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.240,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.323, 0.785, 0.526, -6.775, 0.488, -1.465, , , , , , , 56.31, 18.111, 111.896, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.240,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.33, 0.776, 0.532, -6.47, 0.61, -1.587, , , , , , , 56.277, 18.116, 111.907, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.240,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.336, 0.775, 0.539, -5.859, 0.183, -1.892, , , , , , , 56.245, 18.122, 111.907, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.240,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.337, 0.781, 0.545, -5.432, -0.183, -2.136, , , , , , , 56.212, 18.133, 111.896, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.240,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.333, 0.788, 0.549, -5.005, -0.427, -2.258, , , , , , , 56.184, 18.144, 111.89, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.274,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.328, 0.793, 0.552, -4.639, -0.366, -2.38, , , , , , , 56.157, 18.149, 111.89, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.274,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.328, 0.795, 0.553, -4.456, -0.183, -2.747, , , , , , , 56.129, 18.16, 111.885, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.275,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.333, 0.793, 0.556, -4.395, 0.122, -3.113, , , , , , , 56.102, 18.171, 111.874, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.275,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.339, 0.792, 0.557, -4.333, 0.549, -3.357, , , , , , , 56.08, 18.188, 111.868, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.275,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.346, 0.791, 0.561, -4.028, 0.671, -3.845, , , , , , , 56.052, 18.204, 111.874, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.275,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.353, 0.789, 0.564, -3.784, 0.427, -4.272, , , , , , , 56.03, 18.221, 111.863, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.276,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.358, 0.787, 0.566, -3.54, 0.183, -4.639, , , , , , , 56.008, 18.243, 111.852, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.276,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.358, 0.786, 0.569, -2.93, -0.244, -4.761, , , , , , , 55.986, 18.259, 111.835, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.339,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.358, 0.788, 0.573, -2.502, -0.427, -4.822, , , , , , , 55.964, 18.276, 111.83, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.339,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.367, 0.787, 0.574, -2.258, -0.366, -4.761, , , , , , , 55.948, 18.298, 111.813, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.339,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.375, 0.787, 0.577, -2.014, -0.488, -4.15, , , , , , , 55.931, 18.314, 111.797, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.339,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.38, 0.79, 0.579, -2.014, -0.793, -3.54, , , , , , , 55.915, 18.325, 111.786, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.339,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.38, 0.795, 0.581, -2.075, -1.038, -2.869, , , , , , , 55.898, 18.336, 111.786, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.339,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.381, 0.804, 0.584, -2.563, -1.343, -2.075, , , , , , , 55.882, 18.342, 111.769, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.339,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.384, 0.814, 0.589, -3.235, -1.587, -1.465, , , , , , , 55.865, 18.347, 111.758, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.339,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.384, 0.821, 0.595, -4.089, -1.831, -1.099, , , , , , , 55.838, 18.347, 111.747, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.356,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.382, 0.823, 0.602, -4.822, -1.77, -0.793, , , , , , , 55.811, 18.342, 111.747, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.356,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.376, 0.818, 0.611, -5.31, -1.526, -0.183, , , , , , , 55.783, 18.342, 111.742, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.356,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.373, 0.807, 0.619, -5.127, -1.343, 0.549, , , , , , , 55.756, 18.336, 111.736, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.356,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.369, 0.795, 0.626, -4.272, -1.099, 1.221, , , , , , , 55.728, 18.325, 111.731, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.356,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.367, 0.783, 0.633, -2.625, -0.549, 1.709, , , , , , , 55.712, 18.32, 111.747, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.357,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.363, 0.774, 0.636, -0.244, -0.122, 2.014, , , , , , , 55.706, 18.309, 111.753, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.357,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.355, 0.775, 0.631, 2.319, 0.061, 1.892, , , , , , , 55.712, 18.303, 111.753, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.357,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.342, 0.783, 0.625, 4.639, 0.61, 1.526, , , , , , , 55.734, 18.292, 111.764, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.388,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.328, 0.795, 0.615, 6.409, 1.282, 1.099, , , , , , , 55.767, 18.292, 111.786, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.388,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.322, 0.81, 0.598, 7.446, 2.014, 0.671, , , , , , , 55.805, 18.292, 111.797, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.388,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.327, 0.822, 0.583, 7.69, 2.93, 0.366, , , , , , , 55.844, 18.298, 111.808, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.389,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.335, 0.83, 0.57, 7.263, 3.54, 0.244, , , , , , , 55.887, 18.303, 111.824, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.389,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.337, 0.83, 0.556, 6.348, 3.479, 0.305, , , , , , , 55.926, 18.314, 111.852, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.389,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.336, 0.821, 0.548, 6.042, 2.991, 0.549, , , , , , , 55.964, 18.32, 111.868, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.389,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.333, 0.805, 0.542, 5.981, 2.319, 1.099, , , , , , , 55.997, 18.325, 111.879, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.389,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.34, 0.783, 0.537, 6.653, 1.465, 1.709, , , , , , , 56.03, 18.325, 111.896, 78.027, -108.820, 135.780, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.451,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.345, 0.77, 0.533, 7.446, 0.549, 2.319, , , , , , , 56.069, 18.314, 111.918, 79.027, -110.700, 132.873, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.451,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.335, 0.773, 0.529, 8.118, -0.061, 2.441, , , , , , , 56.113, 18.303, 111.923, 79.027, -110.700, 132.873, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.451,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.324, 0.785, 0.52, 8.545, -0.305, 1.831, , , , , , , 56.157, 18.298, 111.929, 79.027, -110.700, 132.873, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.451,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.318, 0.797, 0.513, 8.057, 0, 1.465, , , , , , , 56.195, 18.287, 111.934, 79.027, -110.700, 132.873, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.451,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.32, 0.805, 0.509, 7.019, 0.854, 1.282, , , , , , , 56.234, 18.281, 111.951, 79.027, -110.700, 132.873, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.451,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.325, 0.806, 0.508, 5.615, 1.953, 0.977, , , , , , , 56.272, 18.281, 111.962, 79.027, -110.700, 132.873, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.452,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.328, 0.796, 0.505, 4.7, 2.991, 0.671, , , , , , , 56.299, 18.287, 111.973, 79.027, -110.700, 132.873, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.452,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.332, 0.786, 0.506, 4.211, 3.845, 0.732, , , , , , , 56.327, 18.292, 111.995, 79.027, -110.700, 132.873, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
 15:53:21.484,d7:ab:97:c1:e4:84, 2015-01-01 00:35:39.415, -0.337, 0.78, 0.509, 4.028, 4.15, 0.61, , , , , , , 56.354, 18.303, 112.028, 79.027, -110.700, 132.873, 24.96, 0.55493, 0.13742, 0.46445, 0.67627, 400, 100,
