Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3(),Raw power(),Power Percent(%)()
 15:52:46.330,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.208, -0.052, 1.025, -0.549, 0.549, -0.366, , , , , , , -2.895, 10.426, 132.858, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.334,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.225, -0.053, 1.021, -0.732, 1.404, -0.488, , , , , , , -2.895, 10.426, 132.858, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.334,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.224, -0.056, 1.014, -1.404, 0.977, -0.427, , , , , , , -2.889, 10.426, 132.869, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.334,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.225, -0.055, 1.017, -1.099, -0.244, -0.183, , , , , , , -2.889, 10.426, 132.869, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.334,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.222, -0.053, 1.027, -1.221, -0.366, -0.488, , , , , , , -2.889, 10.426, 132.858, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.334,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.216, -0.058, 1.022, -1.221, -0.061, -0.366, , , , , , , -2.889, 10.426, 132.858, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.334,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.209, -0.058, 1.017, -0.977, -0.183, -0.366, , , , , , , -2.889, 10.426, 132.874, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.334,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.2, -0.057, 1.015, -0.732, -0.488, -0.488, , , , , , , -2.889, 10.426, 132.874, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.351,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.19, -0.057, 1.017, -0.549, -0.183, -0.305, , , , , , , -2.889, 10.426, 132.863, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.351,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.189, -0.056, 1.022, -0.305, 0.366, -0.244, , , , , , , -2.889, 10.426, 132.863, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.351,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.2, -0.056, 1.021, -0.183, 0.793, -0.305, , , , , , , -2.889, 10.426, 132.88, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.351,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.208, -0.057, 1.021, 0, 0.305, -0.122, , , , , , , -2.889, 10.426, 132.88, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.351,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.209, -0.057, 1.021, -0.061, 0, 0.122, , , , , , , -2.889, 10.426, 132.869, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.352,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.211, -0.056, 1.021, 0, 0.183, 0.183, , , , , , , -2.889, 10.426, 132.869, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
 15:52:46.352,d7:ab:97:c1:e4:84, 2015-01-01 00:35:04.595, -0.222, -0.055, 1.022, 0.122, 0.549, 0.122, , , , , , , -2.889, 10.432, 132.88, 69.627, -55.133, 99.600, 24.79, 0.39545, -0.10327, 0.01462, 0.91248, 400, 100,
