Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3(),Raw power(),Power Percent(%)()
 15:44:14.649,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, -0.11, 0.215, -0.08, -5.432, -67.2, 5.066, , , , , , , 21.374, -34.343, 60.386, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.651,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, -0.105, 0.21, -0.046, -4.456, -60.547, 4.944, , , , , , , 21.412, -34.645, 60.276, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.651,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, -0.099, 0.207, -0.011, -2.93, -53.223, 4.7, , , , , , , 21.445, -34.92, 60.178, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.651,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, -0.089, 0.203, 0.02, -1.404, -45.654, 4.272, , , , , , , 21.484, -35.151, 60.128, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.651,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, -0.069, 0.201, 0.043, 0, -37.659, 3.723, , , , , , , 21.517, -35.349, 60.062, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.651,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, -0.036, 0.206, 0.056, 1.038, -29.48, 3.235, , , , , , , 21.55, -35.508, 60.007, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.651,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.009, 0.22, 0.06, 2.014, -21.179, 2.747, , , , , , , 21.583, -35.629, 59.969, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.651,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.058, 0.246, 0.058, 3.296, -12.756, 2.319, , , , , , , 21.605, -35.706, 59.98, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.683,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.101, 0.282, 0.057, 5.31, -4.395, 1.831, , , , , , , 21.632, -35.744, 59.974, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.683,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.138, 0.327, 0.055, 7.141, 2.38, 1.526, , , , , , , 21.66, -35.744, 59.985, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.683,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.173, 0.376, 0.051, 7.324, 7.019, 0.977, , , , , , , 21.687, -35.722, 60.002, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.683,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.215, 0.419, 0.044, 6.836, 10.315, -0.366, , , , , , , 21.709, -35.678, 60.057, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.683,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.247, 0.458, 0.041, 7.629, 14.771, -3.357, , , , , , , 21.736, -35.618, 60.079, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.683,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.275, 0.481, 0.04, 8.179, 18.677, -6.409, , , , , , , 21.769, -35.524, 60.084, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.683,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.299, 0.501, 0.04, 7.874, 21.912, -9.766, , , , , , , 21.813, -35.414, 60.084, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.683,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.315, 0.519, 0.044, 7.812, 24.902, -13.55, , , , , , , 21.863, -35.283, 60.106, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.746,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.327, 0.537, 0.051, 7.263, 28.076, -17.517, , , , , , , 21.912, -35.129, 60.073, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.746,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.341, 0.551, 0.055, 5.188, 30.518, -21.301, , , , , , , 21.973, -34.953, 60.029, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.746,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.363, 0.556, 0.058, 2.319, 33.203, -25.269, , , , , , , 22.022, -34.761, 59.969, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.747,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.383, 0.547, 0.065, 0.061, 37.781, -29.907, , , , , , , 22.066, -34.536, 59.93, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.747,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.389, 0.53, 0.083, -0.854, 44.434, -34.119, , , , , , , 22.115, -34.283, 59.843, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.747,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.375, 0.512, 0.11, -1.221, 51.697, -36.987, , , , , , , 22.159, -33.986, 59.749, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.747,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.343, 0.498, 0.146, -2.075, 58.35, -38.574, , , , , , , 22.198, -33.657, 59.667, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.747,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.297, 0.488, 0.186, -3.479, 64.27, -39.49, , , , , , , 22.22, -33.294, 59.623, 41.167, -4.707, 39.260, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.811,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.246, 0.48, 0.228, -4.639, 70.129, -40.344, , , , , , , 22.236, -32.904, 59.557, 15.667, -12.307, 31.380, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.811,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.198, 0.473, 0.268, -5.493, 75.745, -41.199, , , , , , , 22.242, -32.487, 59.496, 15.667, -12.307, 31.380, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.811,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.162, 0.468, 0.308, -6.714, 80.811, -41.809, , , , , , , 22.236, -32.047, 59.447, 15.667, -12.307, 31.380, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.811,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.142, 0.464, 0.353, -8.24, 86.609, -42.114, , , , , , , 22.22, -31.575, 59.436, 15.667, -12.307, 31.380, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.812,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.13, 0.463, 0.4, -9.094, 94.421, -42.114, , , , , , , 22.192, -31.069, 59.409, 15.667, -12.307, 31.380, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
 15:44:14.812,d6:a8:b9:ee:a0:b7, 2015-01-01 00:27:43.425, 0.123, 0.469, 0.455, -9.216, 106.323, -42.725, , , , , , , 22.148, -30.52, 59.403, 15.667, -12.307, 31.380, 28.51, 0.81537, 0.12469, -0.01105, 0.56512, 404, 100,
