Time,Roll(rad),Pitch(rad),Yaw(rad),Roll(deg),Pitch(deg),Yaw(deg),W_AngleX(deg),W_AngleY(deg),W_AngleZ(deg),H_AngleX(deg),H_AngleY(deg),H_AngleZ(deg)
0.38,-0.6931046689480433,-0.19448735708238662,-0.04549494543414667,-39.711972291535005,-11.143304729474535,-2.6066683625545792,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.421,-0.6903332814603796,-0.19475454702474515,-0.044322974502854495,-39.55318348509651,-11.15861358550002,-2.5395193744795206,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.487,-0.6877684369747175,-0.19500647856534425,-0.043187199599584114,-39.40622872096067,-11.173048199502578,-2.4744442660452486,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.555,-0.6860486967353261,-0.19526726443942688,-0.04197745618843862,-39.307694863384725,-11.187990129444144,-2.4051310742928522,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.57,-0.685318001767609,-0.19554479013670334,-0.04064858034423041,-39.26582912562309,-11.20389118060451,-2.3289920969228377,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.555,-0.6850625491561164,-0.19582024458681357,-0.03928313393496158,-39.251192769118965,-11.219673558043922,-2.2507577805204404,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.537,-0.6850001653193446,-0.19608694743905053,-0.03791221122275823,-39.24761843856211,-11.234954505861202,-2.172209695072561,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.534,-0.6847461980569194,-0.19634353756226086,-0.03654280570911311,-39.233067186290654,-11.249656036985895,-2.0937485386987507,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.549,-0.684194569802186,-0.19658761732882568,-0.0351888970063815,-39.20146121543426,-11.263640777474597,-2.0161752841861973,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.571,-0.6834727381214688,-0.1968289716231424,-0.033794968451411056,-39.16010330661033,-11.277469359906304,-1.936309061043621,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.487,-0.6945353978323618,-0.16922316369605772,-0.004302012110178499,-39.793947018233915,-9.695773075635561,-0.2464871373273973,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.555,-0.6362223047241987,-0.1688134492632123,-0.01258315349018091,-36.452852892782765,-9.67229816782792,-0.7209615879526777,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.57,-0.6329677247613376,-0.16889415194079493,-0.011437707992297375,-36.266379196822975,-9.676922090648812,-0.6553323952616898,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.555,-0.6289304373943199,-0.16896895002869594,-0.010261943266331841,-36.03505967001138,-9.681207705401187,-0.587966038763509,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.537,-0.6235671202140074,-0.16903579949661918,-0.009082683931211422,-35.727764231389465,-9.685037897775885,-0.5203994559097054,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.534,-0.6168597977573007,-0.1690943592680605,-0.007905945095602551,-35.34346296278685,-9.688393125528723,-0.4529772870401783,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.549,-0.6086154543195537,-0.16914421754719444,-0.00674371132317414,-34.871096878947576,-9.691249794496883,-0.38638619707246213,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.571,-0.5992220796955949,-0.1691872321248058,-0.00554835237096496,-34.332896157609454,-9.693714348251552,-0.31789717410769586,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.59,-0.5885939122363057,-0.16922316369605772,-0.004302012110178499,-33.7239470182339,-9.695773075635561,-0.2464871373273973,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.604,-0.5769226732947499,-0.1692508483528079,-0.003007709567821093,-33.05523428519402,-9.697359289624615,-0.17232906423726546,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.625,-0.5640876902737595,-0.16926937355498572,-0.0016476018790546054,-32.319843927969195,-9.698420705524029,-0.0944006339876528,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.655,-0.5501061408145503,-0.16927716743430365,-0.0002247409467097672,-31.51876015290309,-9.698867261914982,-0.012876707730244205,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.68,-0.535469975461925,-0.16927237446390686,0.0012995553820638328,-30.680169649942055,-9.698592644939914,0.07445903863576882,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.695,-0.5199896919982118,-0.16925176839652312,0.0029549741598611234,-29.79321474180513,-9.697412004246463,0.1693075479302586,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.703,-0.5040317387511284,-0.16921153768292596,0.004741299199302246,-28.878891371080165,-9.695106954150546,0.2716564335287752,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.698,-0.48751001041034403,-0.169146990255306,0.006673127075690871,-27.93226606689154,-9.691408658969497,0.38234201759156394,-0.5033,-0.14514,374.0,-0.76019,-0.26843,368.0
0.59,-0.47052782444847696,-0.1690539420413344,0.00873512452515579,-26.959258484370242,-9.686077389017694,0.5004857688126441,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.604,-0.37031059644366093,-0.1692508483528079,-0.0030077095678211763,-21.217234285194003,-9.697359289624615,-0.17232906423727024,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.625,-0.34674183852290535,-0.16926937355498572,-0.001647601879054772,-19.866843927969178,-9.698420705524029,-0.09440063398766234,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.655,-0.32249775306197004,-0.16927716743430343,-0.00022474094670968392,-18.477760152903105,-9.69886726191497,-0.012876707730239434,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.68,-0.2981924636532956,-0.16927237446390686,0.0012995553820638328,-17.08516964994204,-9.698592644939914,0.07445903863576882,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.695,-0.27379354771189146,-0.16925176839652312,0.0029549741598609847,-15.687214741805118,-9.697412004246463,0.16930754793025066,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.703,-0.24949292064027512,-0.16921153768292596,0.004741299199302315,-14.29489137108015,-9.695106954150546,0.2716564335287792,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.698,-0.22530919688323603,-0.16914699025530622,0.0066731270756908295,-12.909266066891547,-9.69140865896951,0.38234201759156156,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.69,-0.22473087414206544,-0.24079268552428723,-0.12523386202270537,-12.876130614626035,-13.79640461816253,-7.175371746024701,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.689,-0.20066904879970915,-0.24238994864753494,-0.12206716379292225,-11.497489575128093,-13.887921053896509,-6.993933302466579,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.687,-0.1762490007455064,-0.24402496346137248,-0.11871377557436366,-10.098323886115617,-13.981600502170767,-6.801798310474278,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.684,-0.15155942146150336,-0.24569075148853048,-0.11517071262599027,-8.683715195188613,-14.077043125690345,-6.5987957569833045,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.688,-0.12673176481921244,-0.24741483655200724,-0.11135616766683402,-7.2611952543854,-14.175825923349109,-6.380238430060749,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.705,-0.10145096258917301,-0.2491725505210871,-0.10729632470857901,-5.81271198389922,-14.276535515368574,-6.14762656306683,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.725,-0.07591092037561481,-0.2509530006110521,-0.10298723762063924,-4.349375356476375,-14.378547791157253,-5.900734059373563,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.736,-0.050221148305690355,-0.25275487429341714,-0.09839817437629847,-2.8774598402166425,-14.481787548372468,-5.637800103554224,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.69,-0.024383753569345627,-0.2545643347040041,-0.09352486894386908,-1.397086168210561,-14.585461993095109,-5.358580269997843,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.689,0.13776774645451134,-0.2423899486475345,-0.1220671637929222,7.893510424871911,-13.887921053896482,-6.993933302466576,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.687,0.17091444076868573,-0.2440249634613727,-0.11871377557436368,9.792676113884387,-13.98160050217078,-6.801798310474279,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.684,0.20384197412210184,-0.24569075148853048,-0.11517071262599024,11.67928480481138,-14.077043125690345,-6.598795756983304,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.688,0.2359651070377292,-0.24741483655200724,-0.11135616766683407,13.519804745614602,-14.175825923349109,-6.380238430060752,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.705,0.26700549579934973,-0.24917255052108733,-0.10729632470857906,15.29828801610077,-14.276535515368586,-6.147626563066832,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.725,0.29655979529249504,-0.2509530006110521,-0.10298723762063926,16.991624643523625,-14.378547791157253,-5.900734059373564,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.736,0.32397744332189404,-0.25275487429341714,-0.09839817437629847,18.562540159783367,-14.481787548372468,-5.637800103554224,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.732,0.348854906969642,-0.25456433470400364,-0.09352486894386908,19.987913831789452,-14.585461993095082,-5.358580269997843,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.721,0.3710880585000814,-0.2563589408478273,-0.08838609902544098,21.26177957975846,-14.688285351024426,-5.064150441783126,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.717,0.3908943761749958,-0.2580984062027811,-0.08306137890608731,22.396597990226418,-14.787949374472506,-4.759066451855765,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.723,0.4078882404397156,-0.25977568590384403,-0.07754055307969626,23.370274690213055,-14.884050422406375,-4.442746432576733,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.724,0.42196560430094815,-0.2613775969017589,-0.07183219547410896,24.176848226131668,-14.975833161742486,-4.115681633825177,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.716,0.4332333451696858,-0.2628891110646343,-0.06595490859084827,24.822442222557406,-15.062436543949497,-3.778937900426741,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.698,0.44184875686424974,-0.26430075152151633,-0.05990931932398194,25.316068951423574,-15.143317584318757,-3.4325511507657116,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.673,0.4481753212442743,-0.2655812440304053,-0.05380551174014417,25.678554389216778,-15.216684400776211,-3.082828737251863,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.732,0.45257037071348355,-0.26671905343999835,-0.0476989885509575,25.930372174553682,-15.281876077836166,-2.732950731012699,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.721,0.6358894126126611,-0.2563589408478275,-0.08838609902544098,36.43377957975846,-14.688285351024438,-5.064150441783126,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.717,0.6398830472645067,-0.2580984062027809,-0.08306137890608739,36.66259799022641,-14.787949374472493,-4.75906645185577,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.723,0.6421986925199543,-0.25977568590384403,-0.07754055307969632,36.795274690213056,-14.884050422406375,-4.442746432576737,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.724,0.6431511804061895,-0.2613775969017589,-0.07183219547410902,36.84984822613166,-14.975833161742486,-4.11568163382518,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.716,0.643091734429484,-0.26288911106463453,-0.06595490859084835,36.84644222255741,-15.062436543949511,-3.778937900426746,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.698,0.6423172747483183,-0.26430075152151633,-0.05990931932398186,36.80206895142357,-15.143317584318757,-3.4325511507657067,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.673,0.6413483628550067,-0.2655812440304053,-0.053805511740144196,36.74655438921678,-15.216684400776211,-3.082828737251864,-0.5033,-0.14514,374.0,-0.62045,-0.06689,368.0
0.657,0.6402805317654736,-0.2667190534399979,-0.0476989885509575,36.68537217455368,-15.281876077836142,-2.732950731012699,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.663,0.639394264268835,-0.26771612296371794,-0.041588852093861706,36.63459278747666,-15.339003953426419,-2.3828656997720925,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.683,0.6381854705792975,-0.2685901270777651,-0.03534924970421027,36.56533401076412,-15.38908070043839,-2.0253628170053224,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.708,0.6365648754041873,-0.2693358600223643,-0.02895862312023295,36.47248074693103,-15.43180805080779,-1.6592068852993151,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.718,0.6340301367310477,-0.269952778320256,-0.02230865065307136,36.32725091879155,-15.467154865581378,-1.2781915290527566,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.703,0.630701410320923,-0.2704243854425836,-0.015377715384724822,36.13652894433767,-15.49417596327906,-0.8810781900981273,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.672,0.6267700945887473,-0.2707270647403506,-0.008280668734614527,35.91128114495062,-15.51151820958709,-0.47444737003934834,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.643,0.6220419589639195,-0.2708488078774469,-0.0009883618103769254,35.64037892868253,-15.518493577527392,-0.0566289603665072,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.657,0.5371131226343434,0.5108756653024846,0.030372061666326666,30.774315048040485,29.271019477770402,1.7401909485915923,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.663,0.7570289440513598,0.49724068899377416,0.12618293314188972,43.37456346338824,28.489792881520426,7.229749515611721,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.683,0.7532969011245044,0.49996213491660724,0.11389832210715944,43.16073315471778,28.645720247071846,6.525893150361838,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.708,0.7487653804043388,0.5024528639497206,0.10126302959116318,42.90109614267621,28.788428508579937,5.801944216282016,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.718,0.7429809660544437,0.5047279525673738,0.08806078361208886,42.56967361347231,28.918781484389722,5.045511241587496,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.703,0.7362296557019598,0.5067569799834684,0.07424549175865747,42.182852024092,29.035036191848274,4.253953325644409,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.672,0.7286765782327209,0.5084738346151765,0.06004461806605804,41.75009256276926,29.133404716282637,3.4403031976601013,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.643,0.720311880536618,0.50985817704241,0.04539997815670699,41.27083068787976,29.212721694764014,2.601227138365437,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.625,0.7108257430853389,0.5108756653024851,0.03037206166632661,40.727315048040474,29.271019477770427,1.7401909485915892,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.623,0.7005838051833526,0.5114976322562974,0.014995032779893835,40.14049523222159,29.30665555922048,0.859152091948239,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.618,0.6891827367377852,0.5116973464049694,-0.0007728243364663601,39.4872621283508,29.318098337048436,-0.044279572784520715,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.596,0.6768228051352664,0.5114443247218765,-0.016872701650868183,38.779090212456104,29.303601262481916,-0.9667345935781635,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.563,0.663275419686105,0.5107178628213531,-0.033155228918180124,38.00288220278222,29.26197806160487,-1.8996546858018193,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.534,0.6492054043737272,0.5095193955799902,-0.04939228502238857,37.19672970769852,29.19331094679009,-2.829969472290094,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.518,0.6345203124661295,0.507856593841205,-0.0655133447948073,36.35533591963146,29.09803942499068,-3.753638158527819,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.5,0.6188403011290221,0.5057292467878076,-0.08154574273283888,35.45693744729792,28.97615141727142,-4.672226895851272,-0.32697,0.02243,374.0,-0.62045,-0.06689,368.0
0.625,0.6022253372848925,0.5031594394488339,-0.0973632068014944,34.504970142266835,28.828912302586485,-5.578500829585061,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.623,0.8476627012489149,0.5114976322562974,0.01499503277989378,48.567495232221596,29.30665555922048,0.8591520919482359,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.618,0.8291581427477304,0.5116973464049694,-0.0007728243364664156,47.507262128350796,29.318098337048436,-0.04427957278452389,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.596,0.8085428037832785,0.5114443247218765,-0.016872701650868238,46.32609021245611,29.303601262481916,-0.9667345935781667,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.563,0.7860942391489458,0.5107178628213531,-0.033155228918180124,45.03988220278221,29.26197806160487,-1.8996546858018193,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.534,0.7624249129505996,0.5095193955799906,-0.049392285022388516,43.68372970769853,29.193310946790113,-2.8299694722900908,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.518,0.7376692712589944,0.507856593841205,-0.0655133447948072,42.26533591963146,29.09803942499068,-3.7536381585278122,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.5,0.7121281496481191,0.5057292467878072,-0.08154574273283893,40.801937447297924,28.976151417271396,-4.672226895851274,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.465,0.68610586113574,0.5031594394488339,-0.0973632068014944,39.31097014226684,28.828912302586485,-5.578500829585061,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.425,0.6605570295327776,0.5002035135456113,-0.11273940951913858,37.84712991992664,28.65955022377843,-6.459492350243658,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.389,0.6358917248966955,0.49692783059752577,-0.12751382422956953,36.43391206387467,28.47186741583016,-7.30600395792735,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.365,0.6126439957857036,0.49340413144224904,-0.1415719521410146,35.10191530255141,28.26997432595899,-8.111475355108215,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.342,0.5903561557264836,0.4896355754241828,-0.15507372932535757,33.8249161326955,28.054051971265167,-8.885070203697095,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.318,0.5694676477655926,0.4856894746202216,-0.16792050133011546,32.62809278621102,27.82795704966501,-9.621136019936543,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.305,0.550352330787975,0.4816566165776721,-0.1799757139201436,31.53286579933876,27.596891304451532,-10.31184882247813,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.298,0.5324870044096812,0.4775120002352562,-0.19144875706474565,30.50925799823879,27.359422280330154,-10.969205772835329,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.465,0.5153843284658306,0.47323557771533586,-0.20247973314473336,29.529346848276226,27.114401318524017,-11.60123414612839,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.425,0.7137721184260848,0.5002035135456113,-0.11273940951913858,40.896129919926636,28.65955022377843,-6.459492350243658,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.389,0.6898747586608801,0.49692783059752577,-0.12751382422956947,39.52691206387467,28.47186741583016,-7.306003957927347,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.365,0.6669062822302073,0.49340413144224904,-0.14157195214101448,38.21091530255141,28.26997432595899,-8.111475355108208,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.342,0.6446358954635072,0.48963557542418323,-0.15507372932535746,36.93491613269549,28.054051971265192,-8.885070203697088,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.318,0.6231539755569383,0.4856894746202216,-0.16792050133011552,35.70409278621103,27.82795704966501,-9.621136019936545,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.305,0.6026947550552848,0.4816566165776721,-0.1799757139201436,34.53186579933875,27.596891304451532,-10.31184882247813,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.298,0.5830142862549168,0.4775120002352562,-0.19144875706474582,33.404257998238776,27.359422280330154,-10.969205772835338,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.302,0.5637124954535536,0.47323557771533586,-0.20247973314473333,32.29834684827623,27.114401318524017,-11.601234146128387,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.316,0.5450444026021611,0.46888334154732236,-0.21299585995260306,31.228743916333098,26.865036554652654,-12.203763829043707,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.332,0.5266297983301791,0.4644238433439001,-0.22313409014098975,30.17366481014495,26.609526128850383,-12.784641630570386,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.335,0.5082635731338198,0.4598506032522778,-0.23294962654721887,29.12135762080673,26.347498772900405,-13.347030440304321,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.333,0.48992520405286105,0.455177731997217,-0.24244576996656714,28.070646469314593,26.079762971777424,-13.891119379883907,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.333,0.4720271942929784,0.45046665490917226,-0.2515364530640389,27.045166048389362,25.809838137671676,-14.411977154259953,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.338,0.4542525413310097,0.44568600994574004,-0.26031855186612696,26.026753451358847,25.535927357916535,-14.915154350886494,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.347,0.4365727606499996,0.440820472727498,-0.2688444784940136,25.01377663562004,25.257152610247445,-15.403653963102606,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.302,0.41892841069441367,0.43586046640803877,-0.27714850483394027,24.002829850913123,24.972965181784215,-15.879439625345872,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.316,0.5671926308099691,0.46888334154732236,-0.21299585995260317,32.49774391633309,26.865036554652654,-12.203763829043712,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.332,0.5461949392450355,0.4644238433439001,-0.22313409014098975,31.294664810144948,26.609526128850383,-12.784641630570386,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.335,0.5255074261435235,0.4598506032522778,-0.23294962654721885,30.109357620806716,26.347498772900405,-13.34703044030432,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.333,0.5053539146404907,0.45517773199721745,-0.24244576996656717,28.954646469314582,26.07976297177745,-13.891119379883909,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.333,0.4858327486762534,0.45046665490917226,-0.25153645306403877,27.836166048389355,25.809838137671676,-14.411977154259946,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.338,0.46680145865284867,0.4456860099457396,-0.260318551866127,26.74575345135883,25.53592735791651,-14.915154350886498,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.347,0.4482664666383618,0.440820472727498,-0.2688444784940135,25.68377663562005,25.257152610247445,-15.403653963102599,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.361,0.42994143827449777,0.4358604664080392,-0.2771485048339403,24.633829850913116,24.97296518178424,-15.879439625345874,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.378,0.41199694455742514,0.4308037752395535,-0.2852478828285386,23.60568609542583,24.68323811952893,-16.34349980111749,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.392,0.39405586494232026,0.4256065778968212,-0.29321974725880706,22.57773795357213,24.385460646493765,-16.800253987822334,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.393,0.37611975821593735,0.4202766254738104,-0.3010545498324221,21.55007473725418,24.08007686764972,-17.24915510860871,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.384,0.3582573432472232,0.4148062989264869,-0.30876535755903894,20.526633747635554,23.76665024392971,-17.69095184798072,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.372,0.34078788407336663,0.40923584617471254,-0.31629961173233717,19.525707466597474,23.447486811276004,-18.12263281388954,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.355,0.32367141361253926,0.40353126487270785,-0.323707412026884,18.545005949031722,23.12063837878189,-18.54706850624284,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.344,0.3072458257113364,0.3977685410905434,-0.33089668469403777,17.60388908627165,22.7904586275642,-18.95898348783951,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
0.361,0.2914145402816898,0.3918561379678922,-0.33798641157926257,16.696823246885945,22.451702881856317,-19.365194916263324,-0.32697,0.02243,374.0,0.11398,0.29825,368.0
