Time,Roll(rad),Pitch(rad),Yaw(rad),Roll(deg),Pitch(deg),Yaw(deg),W_AngleX(deg),W_AngleY(deg),W_AngleZ(deg),H_AngleX(deg),H_AngleY(deg),H_AngleZ(deg),W_Debug_Roll(rad),W_Debug_Pitch(rad),W_Debug_Yaw(rad),W_Debug_Roll(deg),W_Debug_Pitch(deg),W_Debug_Yaw(deg),H_Debug_Roll(rad),H_Debug_Pitch(rad),H_Debug_Yaw(rad),H_Debug_Roll(deg),H_Debug_Pitch(deg),H_Debug_Yaw(deg)
0.206,0.922631285,0.29654261398141357,2.135732329581005,52.862878680662575,16.990640226912156,122.36844865463493,39.82,-5.823,-15.293,20.803,-11.591,167.399,0.539742136,-0.050097808,-1.206313915,30.924946409871644,-2.87039297,-69.1166961,0.5967209978367757,-0.139046112,0.9167870688642362,34.189594722882376,-7.966755383,52.52802976
0.217,0.9570650280451176,0.3205322686952021,2.141720169344091,54.83578682655501,18.36514619398836,122.71152660146038,40.485,-5.054,-14.963,23.038,-11.19,167.366,0.5517398149429834,-0.035951794,-1.202718413,31.61236278556202,-2.05988608,-68.91068902,0.6354693696571999,-0.132106638,0.9178671590952693,36.409712891196335,-7.569152826,52.589914369821805
0.229,0.9904003722339734,0.34326539735511963,2.146464004821868,56.74576136,19.667658521329525,122.98332835304143,41.16,-4.318,-14.65,25.197,-10.876,167.3,0.5638678079966304,-0.022420719,-1.199316423,32.30724560149997,-1.284612558,-68.71576933,0.6729088939037087,-0.126513378,0.918035333,38.55483962,-7.248682621,52.59954999729339
0.233,1.0225714686680218,0.36494722698831694,2.149632859037869,58.58902940517175,20.909935851433413,123.16489032551051,41.847,-3.609,-14.337,27.296,-10.651,167.195,0.5761804889222919,-0.009355619,-1.195833336,33.01271025303161,-0.536037491,-68.51620316,0.7093067525054979,-0.122276789,0.9171838645998251,40.64028329869546,-7.005943924,52.550764479068334
0.228,1.0530858048970957,0.3857838705751757,2.1505036558663067,60.337372085740824,22.103787588178754,123.21478330859337,42.539,-2.928,-13.991,29.339,-10.514,167.042,0.5885899913575641,0.00331429,-1.191699082,33.72372236843002,0.18989485683377402,-68.27932786,0.7447165295388819,-0.119344654,0.9151666052239414,42.669114076207634,-6.837944955,52.43518403
0.215,1.082758573,0.4052027589300953,2.1505225020119645,62.03749645798853,23.216407933751388,123.21586311319966,43.237,-2.269,-13.689,31.333,-10.464,166.849,0.6010437205250734,0.015486600525484784,-1.188256622,34.43726848892727,0.887316849,-68.0820894,0.7792650786482235,-0.117732218,0.912123287,44.64860012847337,-6.745559228,52.26081476605507
0.2,1.1114615571418662,0.42379275342634504,2.1489467169040046,63.682056315267516,24.281536159557927,123.12557727709398,43.929,-1.648,-13.403,33.294,-10.47,166.591,0.6133614766984815,0.026960296495491365,-1.184982579,35.14302393073478,1.5447112036129993,-67.8945006,0.8131834543597486,-0.11681495,0.9077600816122108,46.591979904682795,-6.693003602,52.01082148683084
0.188,1.139386616089451,0.441988608,2.1459920077828665,65.28204433561817,25.324081819861917,122.95628491476396,44.632,-1.06,-13.118,35.228,-10.519,166.284,0.6258572373654169,0.037861589,-1.181632672,35.85897827875575,2.1693092572371766,-67.70256505,0.8465859303467665,-0.116436321,0.9023996232011712,48.5058008,-6.671309793,51.70368984362287
0.185,1.1667310050981559,0.459878085,2.141774152361714,66.84876241918087,26.34907338633227,122.71461960053556,45.341,-0.505,-12.81,37.15,-10.596,165.954,0.6384703140783233,0.048254186479485206,-1.177793042,36.58165434108003,2.7647612291117425,-67.48257045,0.8797565650852498,-0.11644496,0.8965405662096296,50.40633817831113,-6.671804726,51.36799060608092
0.189,1.194252367,0.47710839139184236,2.137606129,68.42562031,27.336297197028383,122.47580945622946,46.044,0.022,-12.546,39.067,-10.684,165.602,0.6509272020122421,0.058046163943533235,-1.174634467,37.29538144556102,3.3258002108889095,-67.30159745,0.9128092032272705,-0.116556635,0.8902688408423092,52.30011484562205,-6.678203288,51.00864721226832
0.198,1.222074453331317,0.4943774401267378,2.133236331923383,70.01970842664176,28.325740805743624,122.22543852317865,46.747,0.527,-12.305,41.001,-10.761,165.218,0.6633536608960829,0.067397063,-1.171811513,38.007365093897945,3.861567283647555,-67.1398541,0.946102838,-0.116358991,0.8835051534349089,54.20769962929968,-6.666879092,50.62111646987851
0.205,1.2501723617161768,0.5118263898785478,2.1284765881309613,71.62959999023947,29.325491983458182,121.9527252923093,47.444,1.022,-12.057,42.973,-10.822,164.817,0.6756739915928183,0.076593516,-1.16883803,38.71326804502635,4.388485201774856,-66.96948603,0.980019229,-0.115826523,0.8765216092659608,56.15096568435467,-6.63637091,50.220988862954584
0.207,1.2783104398022938,0.5297624311759681,2.123040168044237,73.24179310818351,30.353151450972717,121.64124136567983,48.142,1.505,-11.777,44.978,-10.86,164.405,0.6880373082034983,0.08566706,-1.165275956,39.421633907602306,4.908360967619226,-66.76539423,1.014474861047407,-0.114864101,0.8694466941615933,58.12512796013706,-6.581228231,49.81562608706097
0.204,1.3071823360542938,0.5474161406000815,2.118373444881864,74.89603091,31.36463449372474,121.37385782431993,48.823,1.989,-11.525,47.016,-10.876,164.004,0.7000660810298853,0.094683094,-1.162198163,40.11083182327593,5.424941653500837,-66.5890497,1.0495002207163735,-0.113574533,0.8626454220920632,60.13193324509657,-6.507341402,49.42594190215669
0.197,1.3361358396910543,0.565654854,2.113556311971439,76.55494447046576,32.40963580431933,121.0978564,49.499,2.472,-11.272,49.081,-10.854,163.581,0.7119996544363634,0.10368389429873992,-1.159097776,40.794575213976685,5.940649546798336,-66.41141058,1.0849381036289083,-0.111557398,0.8556262650583215,62.16237437086359,-6.39176807,49.023773828383725
0.188,1.3650878300211169,0.5842608618904808,2.108459822926605,78.21377132488192,33.475681521000425,120.80584912659535,50.169,2.955,-11.003,51.174,-10.805,163.152,0.7238361490430465,0.11272621733098132,-1.155717462,41.472756399168986,6.458736493539705,-66.21773289,1.120833093128842,-0.109062094,0.8486131390551526,64.21900577,-6.248797697,48.62195130720869
0.173,1.3934069747413513,0.603456789,2.1026732964902632,79.83633879677154,34.57552709995126,120.4743055837521,50.845,3.439,-10.695,53.273,-10.734,162.719,0.7358096091666608,0.12188764682455511,-1.151660441,42.15878513042028,6.983647737828158,-65.98528268,1.1568066960108372,-0.106181425,0.841618852,66.28014139389417,-6.083747535,48.22120819121069
0.148,1.4219358131115776,0.6221654491574404,2.097286814368271,81.47092082979638,35.647454395582535,120.16568289173927,51.498,3.906,-10.421,55.371,-10.646,162.285,0.7473430151597991,0.13066534533956364,-1.148145145,42.81960061723799,7.486572816576397,-65.78387109,1.1927437927530584,-0.10301201,0.8346732105370624,68.33918536517679,-5.902153435,47.823252236408074
0.121,1.4501166901472866,0.640924064,2.0915483517990037,83.08556614691965,36.72224387265677,119.83689320562645,52.141,4.362,-10.157,57.469,-10.541,161.829,0.7586871633054888,0.13922615277394135,-1.144771761,43.469572428157164,7.977070951790458,-65.59059043,1.2286304960787386,-0.099473211,0.827422517,70.39534200637637,-5.699395192,47.40781808437857
0.093,1.4777837738750645,0.6596119364290538,2.085216601234479,84.67077328,37.79298007383634,119.47411062134961,52.773,4.801,-9.904,59.562,-10.426,161.345,0.7698263045193333,0.14746400409310811,-1.141542108,44.10779820711069,8.449065064634992,-65.40554495,1.2643718217346578,-0.095661831,0.8197375693779558,72.44316912066319,-5.481019157,46.96750303366938
0.068,1.5043081384719248,0.6783658070920171,2.0777325798920234,86.19050742162271,38.86749771235835,119.04530778464108,53.399,5.224,-9.63,61.639,-10.305,160.84,0.7808834003701199,0.15547997068618735,-1.137902658,44.74132313303238,8.908346119136294,-65.19701982,1.2997863663588913,-0.09167364,0.8117196663875089,74.47227306100947,-5.252512651,46.50811103177145
0.051,1.5305014526143539,0.6964082620165102,2.0703687353086866,87.69127377344424,39.90125423158683,118.6233905690256,54.003,5.62,-9.421,63.682,-10.184,160.302,0.7914898398826595,0.16285927498472907,-1.135320126,45.349027352761695,9.331149111,-65.04905164,1.3345410577656378,-0.087566008,0.8031431061181317,76.46357019689565,-5.017162716,46.01671032559655
0.04,1.5560095156182858,0.7143818627226106,2.0624127314498235,89.15277812712333,40.93106569469974,118.16754512612295,54.597,5.993,-9.245,65.704,-10.052,159.719,0.8018890562155375,0.16975503100711875,-1.133249773,45.94485855887911,9.726246828,-64.93042911,1.3688363136945592,-0.083107743,0.793847944,78.42854361894385,-4.761722902,45.48413676487273
0.031,1.5805324824114828,0.7321174999582247,2.0539742384744017,90.55784062551298,41.94724286,117.68405509318049,55.173,6.35,-9.097,67.692,-9.91,159.104,0.8119443734304329,0.17630128074791873,-1.131623929,46.52098579695786,10.101319309606778,-64.83727516,1.402463441569878,-0.078366971,0.7840476862088558,80.35523612334634,-4.490096716,44.92262335676496
0.021,1.603392106726028,0.7498327777483671,2.0442219454849915,91.86760061999105,42.96225351,117.12528986431226,55.728,6.685,-8.937,69.642,-9.75,158.461,0.8216519103164541,0.18249894998024807,-1.129730122,47.07718668999445,10.456419599437332,-64.72876797,1.4353544302015775,-0.073224099,0.7738388840903416,82.23975096,-4.195431848,44.33770208148988
0.006,1.6258140095853413,0.7671475282287021,2.034820138363672,93.15228102248203,43.95431563139781,116.58660599646461,56.266,7.009,-8.839,71.554,-9.58,157.791,0.830993219,0.1883449364540204,-1.128887475,47.61240424926534,10.791369951475053,-64.68048787,1.4675111150241436,-0.067820635,0.7632061041985936,84.08219327942092,-3.885836164,43.72848866920115
-0.012,1.6471713479867134,0.7843545084351669,2.024404364962107,94.37596637451333,44.94020297539339,115.98982614019032,56.777,7.311,-8.762,73.449,-9.388,157.077,0.8398458876635236,0.1937564713680735,-1.128352739,48.119624804538155,11.101428062737988,-64.64984974,1.4992640705842097,-0.061890585,0.7519066813968135,85.90150362007917,-3.546069338,43.081079431725264
-0.031,1.6671280763075846,0.8015691743002753,2.013188220929763,95.51940268018845,45.926530675192026,115.34718842472616,57.272,7.608,-8.707,75.311,-9.179,156.324,0.8483925663467019,0.19902431608428417,-1.128189143,48.60931342,11.40325333210715,-64.64047636,1.5303404840592556,-0.055540315,0.7400031467113855,87.68205095460279,-3.182225643,42.39905713296265
-0.047,1.6851384804083696,0.8190253520051165,2.0001827175404605,96.55132282248854,46.92669598410979,114.60202797007604,57.75,7.888,-8.635,77.146,-8.943,155.533,0.8566669028402613,0.204043048,-1.127684187,49.08339798129072,11.69080552,-64.61154454,1.5608414200870158,-0.048605621,0.7275467065774133,89.42962586019196,-2.784896966,41.68535568552867
-0.06,1.7028236531638232,0.8364005306031803,1.9875514260006553,97.56460858133578,47.922220386064886,113.8783082750459,58.211,8.163,-8.624,78.953,-8.679,154.715,0.8645738985827038,0.20881650987865918,-1.128231436,49.536435465960594,11.964304708699034,-64.64289957,1.5907677102101554,-0.041112173,0.7147227302619699,91.14427598,-2.355554001,40.95059596607803
-0.069,1.719130110850996,0.8540160735089031,1.974172556697509,98.49889978561944,48.931516648394414,113.11175552931849,58.645,8.421,-8.63,80.717,-8.366,153.869,0.8719962233708056,0.21325226155932508,-1.129031097,49.96170335049416,12.21845455896925,-64.6887168,1.6198517438478606,-0.032699958,0.7015871192591476,92.81066835938893,-1.873569599,40.197980894290716
-0.079,1.7338806275203087,0.8721875131231229,1.960011335236136,99.34404213640842,49.97266344596605,112.30037730683172,59.073,8.679,-8.641,82.441,-8.009,153.001,0.8793048356702771,0.21767486565416072,-1.129919494,50.380455989351276,12.471851108060608,-64.7396182,1.6481592063363504,-0.023477678,0.6882167971285593,94.43256648870428,-1.345171888,39.431917865477644
-0.087,1.746842954033389,0.8904508436434235,1.944719384028433,100.08672873827845,51.01907520463174,111.42421304211037,59.474,8.921,-8.63,84.117,-7.608,152.139,0.8861734738615974,0.22187869169819407,-1.130381674,50.77399997,12.712712598190897,-64.76609916,1.6756100455027299,-0.013546611,0.675079737,96.00538371703024,-0.776163661,38.67921975
-0.093,1.7595553203180672,0.9089247052279137,1.9303366780042428,100.81509367401492,52.077549504731884,110.60014468894688,59.865,9.163,-8.663,85.743,-7.163,151.287,0.8928145926923423,0.2259676431376363,-1.13161395,51.154508048962846,12.946992258304878,-64.83670336,1.702183288092466,-0.002920129,0.6622391569583841,97.52791836539943,-0.167311089,37.94350872201709
-0.096,1.7713437032995882,0.9273216446096066,1.9161117289914467,101.49051826613992,53.13161648726091,109.78511514672488,60.227,9.393,-8.707,87.308,-6.674,150.458,0.8989416716818297,0.22982069388143378,-1.13300743,51.505563815803754,13.167755804174217,-64.9165439,1.7277212594501896,0.008357252,0.6499115278203749,98.99113634152296,0.4788352803066806,37.23718760100667
-0.095,1.7818869925866918,0.9455803211410929,1.902154970722399,102.09460424447644,54.17776159200964,108.98545180222413,60.573,9.624,-8.745,88.797,-6.158,149.672,0.9047931200709195,0.23370648557004214,-1.134300241,51.84082711253723,13.39039526799849,-64.99061649,1.752013040914571,0.019927331485527056,0.6383742978940955,100.38295289628614,1.1417519910788614,36.57615301895883
-0.093,1.7909672895394992,0.9636969016827055,1.8882033364810549,102.61486693659782,55.21576519625287,108.1860820428849,60.903,9.849,-8.751,90.203,-5.614,148.947,0.9104027103410094,0.2375722364907562,-1.135018576,52.16223295981103,13.611886480404218,-65.03177405,1.7749850853396862,0.031748215512746425,0.6279379488538301,101.69915408863227,1.819038755952139,35.97819426542622
-0.092,1.8003354723615543,0.981220512,1.8764374393026149,103.15162427400853,56.21979408886324,107.51194579237541,61.21,10.063,-8.795,91.511,-5.054,148.288,0.9155726043224104,0.24114879662843403,-1.136372701,52.458446065475385,13.816808281467885,-65.10935971,1.796394853257087,0.043601772960550456,0.6186487139500056,102.92584343065393,2.4981975699271737,35.44596031053146
-0.091,1.809298263883468,0.9983719898501646,1.8666169522409075,103.66515440086982,57.202501402492295,106.94927333097675,61.501,10.278,-8.844,92.703,-4.477,147.711,0.920454748,0.24472935245436078,-1.137818416,52.738172267472116,14.021959018604468,-65.19219308,1.8159733273124874,0.055454488,0.6107876421060952,104.04760736333475,3.1773081041487234,34.99555407142626
-0.089,1.818187881148063,1.0146631493116343,1.8590813268493314,104.17449195161774,58.13591608300912,106.51751380004782,61.765,10.481,-8.904,93.768,-3.9,147.222,0.9248591961961217,0.24807393239755715,-1.13942508,52.99052858589953,14.213589333593724,-65.28424816,1.8335471782953086,0.0669994,0.6044052318188854,105.05451485444225,3.8387828771789496,34.629868898848265
-0.086,1.825566302185762,1.0303727885485117,1.8525600045773145,104.59724433654843,59.03601210895532,106.14386955701659,62.018,10.684,-8.921,94.697,-3.329,146.827,0.9291178682404718,0.2515309286371228,-1.140280624,53.23453252037115,14.411660627913431,-65.3332672,1.848977673691219,0.078117194,0.5995913877913567,105.93861711642396,4.475785542185812,34.35405595283661
-0.089,1.8331693858409277,1.044840071281889,1.8493074393324516,105.03286894127433,59.864926350600335,105.9575113,62.243,10.893,-8.976,95.482,-2.785,146.514,0.9328390906437705,0.25499174373701705,-1.14181897,53.44774285870969,14.609950726812519,-65.42140794,1.862094713223592,0.088492046,0.5960766581210005,106.69016812133519,5.070220742085143,34.15267678
-0.1,1.8393820027280834,1.0581758429927706,1.8472339565134914,105.38882566864005,60.62900979,105.8387094814757,62.435,11.096,-9.025,96.125,-2.263,146.261,0.9359931926484251,0.25836460003435113,-1.143237147,53.62845959173015,14.803201157553884,-65.50266353,1.8728830825996123,0.098285803,0.5935069335381989,107.30829615440933,5.6313616793256225,34.00544240349025
-0.124,1.8437281901453855,1.0706492537465881,1.8460245422157417,105.63784386462433,61.34368357851064,105.76941514653187,62.606,11.299,-9.069,96.619,-1.763,146.052,0.938784331,0.2617503921126656,-1.144569139,53.78838002200184,14.99719275395013,-65.57898101,1.8811821570462333,0.10755347266189075,0.5916116551409285,107.78379809406559,6.1623600555020195,33.896850950324335
-0.159,1.8451188074073013,1.0818748715792332,1.8443592176613701,105.71752036465014,61.9868641,105.67399907804688,62.748,11.497,-9.086,96.965,-1.302,145.876,0.9411008727121755,0.26512065053701095,-1.145415767,53.92110810248616,15.19029433753353,-65.62748925,1.8869754218932302,0.1160415641432253,0.5901468512378777,108.11572771940001,6.648691873503437,33.812923868865234
-0.202,1.8456545655978165,1.0917077103602684,1.844459753547546,105.74821704780622,62.55024426553388,105.67975936001436,62.858,11.689,-9.146,97.169,-0.884,145.723,0.9428136571214812,0.26827442278725955,-1.147000001,54.01924342035519,15.370992177018252,-65.71825918,1.8903392811460153,0.12371552175351597,0.5889287626983616,108.30846265746064,7.088377256735391,33.74313253647771
-0.246,1.8444215710857017,1.1002571243810313,1.844752140073347,105.67757166609925,63.040089606233565,105.69651187392925,62.93,11.871,-9.218,97.256,-0.5,145.58,0.9438557168139223,0.2712239965751986,-1.148767893,54.07894904273276,15.539990306429573,-65.81955193,1.8916798811038693,0.13077336562625663,0.5877649265158564,108.38527337706108,7.492761923105699,33.676449635175544
-0.286,1.842618211846189,1.1077182508880323,1.845300984870406,105.57424679272926,63.467580665497906,105.72795836440845,62.968,12.036,-9.311,97.284,-0.143,145.437,0.9442926917833152,0.27382493547642217,-1.150857457,54.10398586423183,15.68901312824108,-65.9392751,1.891986405259538,0.13736864417253858,0.5865068818718521,108.40283591749971,7.870643548520832,33.60436898663506
-0.316,1.8387514768975026,1.114158844813149,1.8440353216355638,105.3526991996738,63.83659951496469,105.65544120276711,62.979,12.184,-9.382,97.273,0.181,145.283,0.9442944950885802,0.27619032457050996,-1.152515137,54.10408918601269,15.824539940238582,-66.03425317,1.8915765970342766,0.143435524,0.5849439955414912,108.37935563578249,8.218250172898438,33.514822196046694
-0.337,1.8356767847418318,1.1194261629558002,1.8435368750782382,105.17653231585187,64.13839461,105.62688231871952,62.957,12.305,-9.503,97.245,0.472,145.113,0.9436857999908805,0.27795822373330314,-1.154974027,54.069213525904196,15.925833100871342,-66.17513721,1.8908200272753215,0.1489905886963312,0.582989304,108.33600738168712,8.536531919469327,33.40282663758277
-0.351,1.8313930234780447,1.1235779917047366,1.8422013221142555,104.93109087499525,64.37627687846643,105.55036077056712,62.891,12.404,-9.635,97.174,0.742,144.926,0.9423143085560367,0.2793173801107962,-1.157564507,53.990632855049306,16.003707024999986,-66.32356075,1.8892644700214496,0.1542424080342455,0.5806657009137678,108.2468805162493,8.837439002297007,33.26969397036464
-0.367,1.8257369499361702,1.126762709829864,1.8397228055562609,104.60702173243023,64.55874778597504,105.40835223234075,62.792,12.48,-9.767,97.064,0.989,144.723,0.9403851558658941,0.2802795434098899,-1.160090708,53.88010054786782,16.05883492124044,-66.4683014,1.886979505,0.15915301801634119,0.5779832268861091,108.11596167646772,9.118796229105904,33.11599952992634
-0.383,1.8168071742697531,1.1289521477523996,1.8340216388126827,104.09538327474591,64.68419333844223,105.08169943963337,62.655,12.541,-9.855,96.921,1.214,144.498,0.9378521246547359,0.28109894082059306,-1.16180407,53.73496855009355,16.105782934617675,-66.56646985,1.8840539983270748,0.16375917264701823,0.5748407190623042,107.94834247888924,9.382709449228338,32.93594709453548
-0.402,1.8078928464153157,1.1300769437298164,1.828391497642771,103.58462991149074,64.7486394,104.75911611253458,62.474,12.579,-9.97,96.757,1.423,144.261,0.9345406267639346,0.28145022,-1.163925711,53.54523369708416,16.12590975658869,-66.68803092,1.8807237072744778,0.16812976829499648,0.5714316137129652,107.75753085702526,9.633126133815738,32.74061974610289
-0.423,1.797744451803003,1.1300095590100985,1.8218170376091363,103.00316973137191,64.74477854071799,104.38242730002987,62.249,12.601,-10.074,96.559,1.609,144.025,0.9304859755760788,0.2815544763803888,-1.16580949,53.31291929662232,16.1318832,-66.7959635,1.876788873295461,0.17210131124671446,0.5679581002334444,107.53208147694292,9.860678783104106,32.54160208364454
-0.44,1.787454114577186,1.1290218214716474,1.8151403942907336,102.41357683856624,64.68818534849811,103.99988381657118,61.99,12.601,-10.173,96.339,1.78,143.8,0.925860957,0.2812924587365915,-1.167543479,53.04792527747653,16.116870694464552,-66.89531373,1.872487824,0.1757776667785882,0.5646214932685112,107.28564952535864,10.071318439070044,32.35042858665991
-0.448,1.7760037521611047,1.1271864788974213,1.8073020050544768,101.75751939822956,64.58302796503428,103.5507771951529,61.699,12.579,-10.234,96.092,1.939,143.591,0.9207350578629414,0.28075162459126046,-1.168549676,52.75423286528019,16.085883180520522,-66.95296459,1.8677475547446405,0.17919391293602915,0.5615195225524704,107.01405208274758,10.267054925669196,32.17269876
-0.446,1.7660141117505805,1.1242084985097938,1.8011774106989082,101.18515516385318,64.41240225735048,103.19986378734917,61.364,12.524,-10.322,95.812,2.082,143.405,0.9148388203459317,0.27957023816752047,-1.169935373,52.41640334054883,16.018194724466166,-67.03235919,1.8624787581798365,0.18225871719804543,0.5587613615559927,106.71217227647128,10.442655274916437,32.01466777214183
-0.436,1.7558763841955214,1.1199901624162365,1.7956107081925503,100.60430616109483,64.17070940262195,102.88091522792996,60.991,12.448,-10.399,95.477,2.197,143.251,0.9083073100003194,0.2780558426488522,-1.171068981,52.04217536389921,15.931426252732948,-67.09731014,1.8563131351800144,0.18473717929514244,0.5564644756461284,106.35890810051268,10.584660692763238,31.883065903483544
-0.422,1.746631369485063,1.1145086156342532,1.7917504664646102,100.0746058366492,63.856639906810784,102.6597396690187,60.579,12.343,-10.481,95.081,2.285,143.141,0.9011121922145896,0.27602811939563887,-1.172208144,51.62992548167738,15.815246268303287,-67.16257935,1.8491772640565927,0.1866074370903461,0.554842442,105.95005280199135,10.69181857102985,31.790130241601865
-0.405,1.7358900635708072,1.1076530124309287,1.7870233928335542,99.45917434130342,63.463842777243926,102.38889830051161,60.128,12.206,-10.514,94.614,2.34,143.064,0.8933113056770954,0.27357858570960203,-1.172399396,51.18296760661854,15.674898326318253,-67.17353732,1.8408652753695964,0.1878032627674704,0.5536844022530415,105.47381093086597,10.760334335362446,31.723779431323045
-0.388,1.7261513407407736,1.099210571039949,1.7841557354722055,98.90118663,62.980126516754225,102.22459363661672,59.634,12.041,-10.574,94.087,2.351,143.015,0.8847520376731679,0.27057464040458457,-1.172984639,50.69255767427213,15.502784938452614,-67.20706925,1.8315496324051412,0.1881527559373768,0.5528669613994011,104.94006390555195,10.780358818966732,31.676943520407878
-0.374,1.7162245852932052,1.0892022587760826,1.7822724045571727,98.33242543389063,62.406692463985664,102.11668672375883,59.101,11.849,-10.618,93.477,2.318,143.015,0.8755473404912297,0.2671475686090903,-1.173214414,50.165167374051116,15.306428188482469,-67.2202344,1.8208825078581674,0.1875870981722294,0.5527565771289049,104.32888268946995,10.747949016374983,31.67061896758382
-0.361,1.7064610391244193,1.077362450533629,1.7816707456299032,97.77301544533807,61.72832142144887,102.08221420651992,58.524,11.624,-10.668,92.785,2.23,143.053,0.8655906782890103,0.2631355379150857,-1.173457205,49.594692651826506,15.076555762439064,-67.23414527,1.808846856672377,0.18595389937022477,0.5531246324370942,103.63929067283253,10.654373617914297,31.69170698337045
-0.354,1.6947175588304346,1.0638734636223557,1.7800938456724746,97.10016358769771,60.9554594,101.9918644942449,57.903,11.371,-10.668,92.005,2.098,143.124,0.8549351047551169,0.25877330747715077,-1.172748218,48.984173260043114,14.826618369081888,-67.1935233,1.7953326365428952,0.18345805656642078,0.55392035,102.86498289600249,10.511372358928229,31.73729822564738
-0.352,1.6836898587079863,1.048600409822054,1.7801482940197508,96.46832291294551,60.08037787849217,101.99498415474528,57.239,11.08,-10.701,91.154,1.912,143.218,0.8435181978119048,0.2536682034224935,-1.172511635,48.33003267710346,14.534117452774904,-67.17996811,1.7806059245863963,0.17996090391583075,0.5549354463392837,102.02120445479025,10.311000271736432,31.795458977449528
-0.355,1.6716002136696537,1.0315330754697545,1.7806782823037697,95.77563727643778,59.10249165256676,102.02535024661094,56.53,10.761,-10.723,90.198,1.675,143.35,0.8313419340825852,0.24810933696370308,-1.17200662,47.63238415517522,14.215617865809378,-67.15103288,1.7641144937707747,0.17546437319428088,0.5564402671005625,101.07631507092314,10.05336803894071,31.881678855994465
-0.362,1.6591483796862065,1.0129204350287853,1.781847216,95.06219974198868,58.03606590970471,102.09232522442815,55.778,10.404,-10.739,89.16,1.401,143.52,0.8184413226421714,0.24191095630734583,-1.171293501,46.89323356650132,13.860476814384578,-67.11017421,1.746269150093609,0.17020808175729263,0.558480125,100.05385219426108,9.752204723710529,31.998554092420864
-0.369,1.644710657704925,0.9925306579270123,1.781974085381337,94.23497921,56.86781773656063,102.09959429403563,54.981,10.014,-10.717,88.033,1.077,143.712,0.8048092577750809,0.23524401268021533,-1.169828277,46.11217378356847,13.47848908229836,-67.02622305,1.7269013578640018,0.16402162389493746,0.5607317198961623,98.94415944101831,9.397746798062052,32.12756098916195
-0.369,1.6306043068126743,0.9706733173164825,1.7833686730137943,93.42674483622143,55.61548436819738,102.17949827953656,54.135,9.591,-10.728,86.841,0.725,143.926,0.7903005658710215,0.22792024914067732,-1.168851857,45.280886971210236,13.058868341331038,-66.9702783,1.7064439048869797,0.1572817977983263,0.5632673392106279,97.77203373,9.011583208,32.272841274332684
-0.362,1.6150053402606483,0.9470240166785517,1.7845456458173221,92.53298989,54.26047925,102.24693385378039,53.245,9.13,-10.717,85.545,0.324,144.174,0.7750603713256791,0.21999910803705358,-1.167390936,44.40768814480382,12.60502039,-66.88657366,1.6842365477080188,0.14958866201939025,0.5662230279042707,96.49964589,8.570798996719976,32.44218976203295
-0.347,1.5983327706099635,0.9219875883343742,1.786139889779339,91.57772201340245,52.82599757500482,102.33827730431817,52.311,8.641,-10.712,84.15,-0.104,144.448,0.7590513358981797,0.21157880718541056,-1.165962676,43.49043798073269,12.122572686136241,-66.8047404,1.6603596127658868,0.14134523674206267,0.5695315487720947,95.13159829,8.098485519597645,32.631754044190224
-0.322,1.5792963895836445,0.8955840595260622,1.7862794208334953,90.48701772339146,51.313186810036456,102.34627184483234,51.345,8.119,-10.657,82.661,-0.571,144.739,0.742542068,0.20272114833729926,-1.163577769,42.54452663381439,11.615066217772753,-66.6680953,1.6348740930645356,0.13237546113272813,0.5729948497181482,93.67138556787606,7.584555234,32.83018657158276
-0.292,1.559422214417981,0.867765806,1.7871382985963498,89.34831136509523,49.719318266693286,102.39548191576154,50.334,7.581,-10.618,81.085,-1.066,145.058,0.7252257260686261,0.19354463805082744,-1.161434395,41.552373298043044,11.089290907699532,-66.54528899,1.607936304817275,0.12283080232183674,0.5768379373158439,92.12796399189092,7.037686567246958,33.050379271229794
-0.26,1.5374704417058924,0.8387454553485081,1.787850393059798,88.09056744,48.05657467724795,102.43628192313174,49.296,7.026,-10.547,79.387,-1.593,145.421,0.707466178,0.18415877799728975,-1.158693788,40.53482616635176,10.551520739531389,-66.38826378,1.578974017554084,0.11258852062203983,0.5813202661281256,90.46854716666458,6.450847053264517,33.30719779456342
-0.229,1.5140934860536521,0.8083711546643046,1.7888839735461854,86.75116653912424,46.31625544238177,102.49550172278883,48.224,6.46,-10.459,77.591,-2.153,145.833,0.6891218258527781,0.17462724671647423,-1.155634304,39.48377219171349,10.005404224843737,-66.21296829,1.54841878,0.10161351203328595,0.5865200520916731,88.71786101296264,5.822025381009089,33.60512358464606
-0.204,1.4878597849709427,0.7771570377304342,1.7888519170408723,85.24808618607722,44.52781828084316,102.49366502032845,47.12,5.905,-10.3,75.696,-2.725,146.288,0.670275169,0.16547149702113684,-1.151376003,38.403938295870354,9.480818409022715,-65.96898558,1.516246092678792,0.090284135,0.5924003231943331,86.87450181369665,5.172899915758786,33.94203830122122
-0.186,1.4602205955612206,0.7455649037354815,1.7894301061274354,83.66447728373745,42.71772233712059,102.52679281474904,45.989,5.361,-10.14,73.713,-3.285,146.777,0.6509408415076059,0.1565068308630233,-1.147137275,37.296162931080055,8.967180873419052,-65.7261244,1.4826319434832993,0.079040208,0.598884369,84.94855293287185,4.5286703222348885,34.313546787175646
