Time,Roll(rad),Pitch(rad),Yaw(rad),Roll(deg),Pitch(deg),Yaw(deg),W_AngleX(deg),W_AngleY(deg),W_AngleZ(deg),H_AngleX(deg),H_AngleY(deg),H_AngleZ(deg),W_Debug_Roll(rad),W_Debug_Pitch(rad),W_Debug_Yaw(rad),W_Debug_Roll(deg),W_Debug_Pitch(deg),W_Debug_Yaw(deg),H_Debug_Roll(rad),H_Debug_Pitch(rad),H_Debug_Yaw(rad),H_Debug_Roll(deg),H_Debug_Pitch(deg),H_Debug_Yaw(deg)
-0.286,0.45851597007441347,0.8648605755779708,1.9311098991140483,26.271029924610648,49.552860847872886,110.64444699516916,43.182,11.992,1.055,17.875,6.982,162.768,0.6129412947262746,0.29918390938206874,-0.968266498,35.11894927709984,17.141975305817013,-55.47758378,0.5421965898745928,0.19490727591617563,0.9123319909354501,31.065576266199795,11.167364306388698,52.27277259536897
-0.271,0.5013144105907026,0.8745636723862504,1.9315547778241262,28.723199935935718,50.108807343194165,110.66993666765185,43.967,12.491,1.648,20.616,6.718,163.246,0.6272090588169497,0.30922319694057165,-0.959047449,35.93643194258383,17.717184112237426,-54.94937121,0.5904020794428074,0.18852975526276516,0.9194748519453638,33.82754736782041,10.801959289190764,52.68202838488558
-0.256,0.5431813731875023,0.8827033374897475,1.9288640540224375,31.122000193764414,50.575175800274465,110.5157695499797,44.736,12.931,2.214,23.379,6.378,163.586,0.6412053354780867,0.31817113358285076,-0.950141101,36.73835952416444,18.22986311719048,-54.43907505,0.6387688465762915,0.1814050054305516,0.9239335488533036,36.59875899326111,10.393741193718386,52.93749289983856
-0.239,0.5842906343678136,0.8898571073574488,1.9230999006254232,33.47738735829725,50.98505662130162,110.18550788786477,45.511,13.304,2.796,26.164,5.982,163.828,0.6553940719402992,0.32599135694829173,-0.940765624,37.55131424,18.67792891087984,-53.90189974,0.6873715171152921,0.1737163760381546,0.9264809284220761,39.38348688821067,9.953215179293803,53.08344699794708
-0.213,0.624356024,0.8959533541730966,1.9151136328028315,35.772965107818614,51.33434583,109.72792844756914,46.285,13.634,3.389,28.949,5.532,164.004,0.6696295806052566,0.3330859131601698,-0.931070773,38.36694880579657,19.084417039338774,-53.34642573,0.735872754,0.16537166389483882,0.9276777718673059,42.162403052170454,9.475098392230242,53.152021076096645
-0.179,0.6648000538055712,0.901351926,1.907236059776504,38.09023730312927,51.64366119,109.27657676035446,47.06,13.914,3.95,31.712,5.054,164.152,0.6838814256050271,0.3392331053089055,-0.921804013,39.183519374558045,19.436625205317284,-52.81547946,0.7839549836603984,0.15666198241165352,0.9282832469396513,44.91731189198824,8.976070402340481,53.18671224234241
-0.147,0.7025185432107648,0.9059460220187123,1.8959123421046842,40.25134755565578,51.90688352833816,108.62777552936149,47.834,14.161,4.477,34.442,4.526,164.147,0.698096047,0.3447233121503841,-0.913046703,39.99795721,19.75119088598786,-52.31372256,0.8312741250787513,0.1477098210554848,0.9260693105288823,47.628498985442555,8.463149339111903,53.059863029895006
-0.128,0.7371851187724777,0.9104349230103277,1.8809841493838144,42.23759602551329,52.16407860980981,107.77245309069774,48.609,14.376,5.026,37.134,3.994,164.037,0.7124054015756623,0.3497034161880719,-0.903805314,40.81782281260802,20.03652982888343,-51.78423002,0.8778262378561653,0.13910537810462276,0.9220476741176108,50.29573857500541,7.970151072966415,52.82944023679301
-0.125,0.7689311085312579,0.9151491935227574,1.863211979126672,44.05650725515693,52.43418641365501,106.75418274217554,49.389,14.579,5.614,39.787,3.477,163.867,0.7268951090553668,0.35455667969874805,-0.893826243,41.648021897574225,20.31460134491002,-51.21247136,0.9236524869904122,0.13099203847543728,0.9170666584188373,52.92138924,7.505290954457851,52.544049059564884
-0.134,0.7991780472606351,0.9198897526610632,1.8448197322185533,45.789529187541035,52.70580044481211,105.7003846185778,50.164,14.766,6.185,42.385,2.977,163.663,0.741295139,0.35908530370476166,-0.884098138,42.47308283533687,20.574072387456226,-50.65509196,0.9685007618104237,0.12330011104388916,0.9115794362621407,55.491006106942294,7.064575976,52.22965438873549
-0.151,0.826392063,0.9243967223557239,1.8234040220921581,47.34877745867534,52.964030786709536,104.47335481305979,50.938,14.936,6.735,44.945,2.472,163.339,0.7556677496572604,0.3632636359857835,-0.874691319,43.29657276950948,20.813473192562046,-50.11612097,1.0125486061726352,0.11599421247903496,0.9040278336809698,58.014761685546134,6.645978823,51.796979432274306
-0.166,0.8511047401909653,0.9288151194805594,1.7997861613747723,48.76470953652076,53.21718629417534,103.12015107282575,51.713,15.079,7.289,47.455,1.978,162.949,0.7701024045056304,0.3669751285174838,-0.865135186,44.12361757104913,21.02612605,-49.56859485,1.0556515585731217,0.1091307129044663,0.89540046,60.48437894264729,6.252729264679789,51.30266733582954
-0.171,0.8747004819136157,0.933315197,1.7751064788063753,50.11664595170938,53.475021758969596,101.70610942193402,52.487,15.172,7.828,49.922,1.511,162.515,0.7845490273053898,0.3697793630011723,-0.855714357,44.951348085692814,21.18679685,-49.02882113,1.0979592087357921,0.10289334891258961,0.8861369227080801,62.908428738084275,5.895354632658383,50.77190574188343
-0.164,0.8998373789079896,0.9378147257510365,1.7528703563825827,51.55688405954209,53.73282575075316,100.43207345431449,53.251,15.216,8.284,52.339,1.066,162.092,0.7987176689584492,0.371544791,-0.847652679,45.76315145384638,21.287948418341475,-48.56692101,1.1394138728091814,0.09698065,0.8771568402275987,65.28360603062208,5.556581936884176,50.257384916072475
-0.145,0.9246427004756127,0.9421359075669571,1.7301673871195864,52.97812429483172,53.98041123131408,99.13128913312957,54.009,15.2,8.652,54.717,0.626,161.576,0.8126729052731845,0.3720733626735069,-0.841017707,46.56272759678841,21.318233350432365,-48.18676509,1.1800588201522952,0.091509037,0.8666160734622617,67.61238997191397,5.243081620448994,49.65344347
-0.115,0.9491740608195302,0.9463989176152614,1.7072582944622412,54.38366770825279,54.22466371510378,97.81869481138955,54.761,15.139,8.965,57.063,0.198,161.01,0.8264611762846069,0.37169921321017085,-0.83525808,47.35273733,21.296796165276124,-47.85676281,1.220067813,0.086426708,0.8552773462248817,69.90473640938518,4.951885594783605,49.00378225183499
-0.082,0.9730134488524631,0.9507793378006402,1.6841625887211849,55.74956402871453,54.47564330421989,96.49540834755095,55.514,15.04,9.25,59.359,-0.214,160.422,0.8402487025485925,0.3706034041163395,-0.829908825,48.14270439737765,21.234010929047535,-47.55027303,1.2591615935252392,0.08169108,0.8436345012149661,72.14464503396349,4.680554135597253,48.33669637124188
-0.054,0.9973513528688278,0.9551461564537318,1.662898457647055,57.14402321104672,54.72584358294105,95.27706338199032,56.25,14.914,9.476,61.589,-0.61,159.851,0.8536487931194202,0.36891021407377345,-0.825553862,48.91047303217913,21.136998285694922,-47.30075207,1.2971157244981553,0.077150947,0.8323531169154228,74.31925655379834,4.420423644836519,47.69032066
-0.038,1.0199724896351228,0.9592309973715776,1.6405904922049785,58.44011887554364,54.959887727515955,93.99891111263565,56.97,14.771,9.657,63.77,-1,159.214,0.8666958900135363,0.3668241369689844,-0.821966926,49.65801661911022,21.01747487185164,-47.09523578,1.3340971678819806,0.072954494,0.8199772172641763,76.43813717999353,4.179984583,46.981233846119046
-0.042,1.040695795162295,0.9633238282061467,1.617522624164502,59.627476819810745,55.19438966059778,92.67721963155164,57.678,14.623,9.827,65.891,-1.368,158.555,0.8795158915678127,0.36462658870989473,-0.818567196,50.39254860152142,20.89156463132948,-46.90044559,1.3699789865192171,0.069202713,0.8073195100280999,78.49401394916104,3.965023374,46.25600064317966
-0.063,1.0594479557515457,0.9669885534011704,1.5934111438047684,60.70189647832636,55.40436294734789,91.29573356912633,58.376,14.469,10.009,67.961,-1.736,157.885,0.8921900687687414,0.3623495559883323,-0.814940062,51.11872546393556,20.761100266570764,-46.69262609,1.4049268378578794,0.065477689,0.7944834311642002,80.49637833391702,3.7515952329368454,45.52054749878113
-0.094,1.0781617722203038,0.970963636,1.5704695909835653,61.77411918056862,55.63211838398407,89.98127941699494,59.062,14.299,10.135,69.972,-2.076,157.214,0.9045558657538927,0.35967487122852404,-0.812281274,51.827233441500326,20.60785211830579,-46.54028878,1.4388231639747757,0.062217822,0.7817458164760613,82.43849476141425,3.564818603336847,44.79073593608693
-0.13,1.095386965667576,0.974506486,1.546638281741175,62.761050066393715,55.83510875991742,88.61584597713487,59.727,14.117,10.223,71.944,-2.411,156.489,0.916487823,0.35671086200149027,-0.810277493,52.51088424067814,20.43802689915892,-46.42548057,1.4719184677178947,0.059229289027927345,0.7681146936061003,84.33471598759847,3.3935882848607513,44.009730125613906
-0.167,1.1112200119808315,0.9778749441940917,1.5217404704066786,63.66821679697842,56.02810719391236,87.18930646855523,60.386,13.914,10.305,73.883,-2.736,155.737,0.9283184684182763,0.3533700270511133,-0.808334233,53.18873028441583,20.246611156452524,-46.31414,1.5043588549433655,0.056492763,0.7540697283149516,86.19341326138806,3.2367968765659767,43.20501289102336
-0.202,1.1256382390509536,0.9811756917738821,1.4956121387368464,64.49432035615769,56.21722609947237,85.69226333815584,61.035,13.694,10.388,75.8,-3.038,154.962,0.9399881614950419,0.3497364855342804,-0.806335871,53.85735444592754,20.038424562852434,-46.19964229,1.536342022,0.0542128,0.7397271305345858,88.02591376675049,3.1061646317606573,42.38324257095469
-0.235,1.1403828088260615,0.9847600339431661,1.470259040555972,65.33912197500753,56.42259377810311,84.23963781481093,61.666,13.458,10.421,77.695,-3.307,154.182,0.9512536826392747,0.3457196044964528,-0.805198157,54.50282126150747,19.808274232578782,-46.13445605,1.5679001238870987,0.052492051,0.7254294346389942,89.83405979676967,3.007572965903512,41.564044939375776
-0.265,1.1540860400432256,0.9881065554020525,1.4435214411717245,66.12425928944295,56.61433533374726,82.70768621578196,62.276,13.2,10.421,79.59,-3.554,153.342,0.9621008584965272,0.34125174390287016,-0.804602301,55.124318657764235,19.552284677113683,-46.10031605,1.5993062949879948,0.051342265,0.7101960680141451,91.63350085151674,2.941695122,40.691237323996475
-0.293,1.1662698989650961,0.9914781698678392,1.4152980341650532,66.82234298384894,56.80751461,81.09060411081974,62.88,12.925,10.41,81.469,-3.774,152.463,0.9728310828823294,0.33646610754381645,-0.804165963,55.73911522829906,19.278087911455554,-46.07531572,1.6303145660992957,0.050767544,0.6944017242391203,93.41014391619173,2.9087660133725053,39.78628808550883
-0.316,1.176647338250924,0.9945887652870948,1.385076524,67.41692645708014,56.98573860207817,79.35903910163078,63.468,12.623,10.404,83.331,-3.966,151.545,0.9833086805196676,0.3312233417934183,-0.803580307,56.33943735235478,18.97769956,-46.04176007,1.6609011628959625,0.050781015,0.6780476137136362,95.16262682,2.909537846826512,38.84926657470811
-0.333,1.1871715038316362,0.9979388465962167,1.355124974584235,68.01991672775179,57.17768412211652,77.64294175644962,64.034,12.299,10.349,85.177,-4.12,150.612,0.9933164584080979,0.32549588347154934,-0.803821912,56.912840787666184,18.649540371801827,-46.05560301,1.6911300890950387,0.051464508,0.6615760190368883,96.89461671,2.9486990795116945,37.90551371788031
-0.34,1.1962153513938723,1.000861527,1.3235238842223214,68.53809102,57.34514137116128,75.83233265070042,64.583,11.959,10.267,87.017,-4.257,149.617,1.0029808260790216,0.3194341072772586,-0.80451044,57.46656826687279,18.302226179516097,-46.09505277,1.7210669684026216,0.052621753,0.6441067917050338,98.60987354884563,3.0150043576865473,36.90460072041046
-0.34,1.2046717151760742,1.0035819101111114,1.2911590286296284,69.02260497837506,57.50100784504424,73.97796302068873,65.121,11.591,10.168,88.846,-4.378,148.601,1.0124344621935166,0.31285124781037466,-0.805439481,58.00822171728581,17.925056114935906,-46.1482829,1.750706212468259,0.054086173,0.6263339288924804,100.30807714176483,3.0989094488340343,35.88629069138614
-0.338,1.211741601964658,1.0061397387543964,1.2570038885004915,69.42767965,57.647560631022145,72.02101764261128,65.649,11.201,10.08,90.676,-4.466,147.563,1.0217450208204253,0.3059104493168101,-0.806123475,58.541677431516796,17.527377654803896,-46.18747291,1.7802551797712933,0.056148871,0.6082965022271739,102.00110825719875,3.2170933480031354,34.852822270187346
-0.337,1.2194586073479028,1.0089146767504245,1.2235245596762654,69.86983149193587,57.806552866605045,70.10279340005243,66.149,10.789,9.954,92.494,-4.515,146.536,1.030500590727398,0.2985078668139196,-0.807435504,59.04333463441809,17.103240919890883,-46.2626466,1.8095638373687972,0.058798124977614386,0.5905745208593555,103.68037064072976,3.368884404500052,33.83742753320187
-0.338,1.2267961708225084,1.011310976215392,1.189381211672767,70.29024291094012,57.94385071239714,68.14652366100555,66.638,10.366,9.816,94.323,-4.554,145.492,1.0390414302263333,0.29088895704777507,-0.808936436,59.532688691205706,16.666709545799794,-46.34864367,1.8389628285009376,0.061631698590508766,0.5725871823910728,105.36480875454394,3.531236213458537,32.80682895429596
-0.342,1.234211976671744,1.0134912468820474,1.1551497852060466,70.71513728778976,58.06877101979267,66.18520739775005,67.11,9.921,9.679,96.147,-4.576,144.465,1.0472948191764255,0.2828907580193567,-0.810370055,60.00557304,16.208446497765788,-46.43078397,1.8682572500101697,0.064654661,0.5549377269645706,107.0432554703002,3.7044392216069353,31.795589647653113
-0.345,1.2414906155361614,1.0154998397491353,1.120591476776279,71.13217257532075,58.18385491383689,64.20516217761299,67.566,9.454,9.553,97.965,-4.576,143.459,1.055296426680839,0.2745345702818771,-0.811559175,60.464031384048994,15.729672207589234,-46.49891557,1.8974450871575421,0.067941327,0.5377091932031883,108.7155953519598,3.8927513082822975,30.80846737592726
-0.344,1.250643295798104,1.017864570731862,1.087916871543964,71.65658252556275,58.319344018830954,62.333045200545264,68.005,8.959,9.388,99.772,-4.565,142.498,1.0629339735790928,0.2656099970578374,-0.813377741,60.90163058715217,15.218331827896295,-46.60311173,1.9265039650461226,0.071228411,0.5212753252931501,110.3805464123615,4.0810873565374814,29.866876103606593
-0.342,1.2610750252229423,1.019919496363161,1.0565850379505335,72.25427659462844,58.43708258471764,60.53786337123549,68.428,8.443,9.207,101.569,-4.57,141.57,1.0702645901372119,0.25628702124760805,-0.815432105,61.321643977161116,14.684164661467594,-46.72081811,1.9554211307350824,0.074095568,0.5053444470762936,112.0373779618194,4.245363314,28.954104017843814
-0.339,1.273431344112431,1.021972970196098,1.0276530021413364,72.96224151731391,58.55473796868549,58.88017982664712,68.84,7.91,9.009,103.343,-4.598,140.707,1.0773705854056308,0.24663261453151253,-0.817748043,61.728787515281454,14.131007902932565,-46.85351159,1.984060045792542,0.076325743,0.4904468361347398,113.6782669244455,4.373142963400027,28.10053378606487
-0.341,1.2862195493722524,1.0233814731769808,0.9998426160284575,73.69495170624867,58.63543924492166,57.28676207574993,69.236,7.355,8.822,105.068,-4.658,139.883,1.0842201060594487,0.23662002958794992,-0.819818701,62.121236140432906,13.557329043650194,-46.97215152,2.011902640513591,0.077851144,0.4761126174097412,115.27353009265484,4.460541994648916,27.27924355050505
-0.348,1.3003142543507193,1.0249531433372736,0.974438857,74.50251881499686,58.72548931189309,55.83123389525284,69.615,6.784,8.597,106.732,-4.735,139.103,1.090697941300069,0.22624807166436445,-0.822522883,62.49238876010156,12.963059629341474,-47.12708975,2.0387626131090966,0.078917659,0.4624782770916439,116.81249316021436,4.521648801085177,26.498053393833022
-0.363,1.3157635293595304,1.025873230622404,0.9512639799112068,75.38769706953867,58.778206430114714,54.50341125172968,69.977,6.196,8.35,108.347,-4.867,138.351,1.096834834817444,0.21553336196049977,-0.825573848,62.84400685796834,12.349151984602159,-47.30189718,2.0648008923366055,0.078924361,0.4491566300063108,118.30437666573378,4.522032801752029,25.734779239680677
-0.382,1.3322587998772266,1.0265411931421426,0.9300918640584817,76.33280645212925,58.81647786336866,53.29033837,70.323,5.581,8.08,109.896,-5.037,137.631,1.102650389735494,0.20430023234870665,-0.828965455,63.177213610299155,11.705541067122985,-47.49622191,2.089740505862162,0.078153377,0.43627379021765444,119.73331126343554,4.477858635917602,24.996646891647462
-0.403,1.348593314,1.0264355986076796,0.9096759572489711,77.26870516249454,58.81042774220428,52.12059307488915,70.653,4.944,7.817,111.379,-5.246,136.923,1.108197130599211,0.19269991864744762,-0.832179725,63.495018451842896,11.04089205101306,-47.68038602,2.1135276580991373,0.076648639,0.4234876039242057,121.09621469324941,4.391643492554567,24.264052380964827
-0.422,1.3656299258016527,1.026652412998179,0.8910582244967247,78.24483112519846,58.82285029,51.053875564082944,70.972,4.285,7.504,112.791,-5.471,136.23,1.1134549106041554,0.18060873335132066,-0.836217552,63.796267055734475,10.348118164234346,-47.91173647,2.1360914897826886,0.074797541,0.4109211935924383,122.38902701836047,4.285583409361487,23.54405010532496
-0.436,1.382902339,1.0262300542176002,0.8734600779577104,79.23446752190416,58.79865091615014,50.045576040144674,71.268,3.609,7.174,114.148,-5.729,135.533,1.1182731452101402,0.16818424924843667,-0.840507619,64.07233156336129,9.636247662511709,-48.15753924,2.1576533871727746,0.072362825,0.39820114463969936,123.62443273710653,4.146084486354807,22.815244985133216
-0.44,1.4000826141385052,1.0256171339944413,0.8565953242253981,80.21882475977971,58.76353317418492,49.07929682875567,71.554,2.906,6.828,115.439,-6.01,134.841,1.1228831947828586,0.15525518863270693,-0.845008615,64.33646794722414,8.895467056161582,-48.4154273,2.1780513883815615,0.069489962,0.3855144379640506,124.79315211687279,3.9814815441315954,22.088350236698098
-0.434,1.4160733101891558,1.0246650260898855,0.839341294,81.13502415,58.708981409612825,48.09071374468718,71.829,2.17,6.487,116.653,-6.301,134.143,1.1273057232926142,0.14176355052960887,-0.849338483,64.58986016560942,8.122453134136174,-48.66351048,2.1970639351365095,0.066433383,0.3727115950983215,125.88249080372645,3.806352475748331,21.354801374722644
-0.417,1.431226657240415,1.0242328651886359,0.8228171763844871,82.00324698649267,58.684220413900654,47.14395151770254,72.098,1.412,6.119,117.762,-6.586,133.462,1.1315641923737734,0.1278294479417421,-0.854079896,64.83385247114678,7.324087864549091,-48.93517339,2.2142762265591207,0.06340456,0.36023303591054023,126.8686824579913,3.6328136989290734,20.63983259885858
-0.396,1.4456127419624178,1.0232267801249981,0.8067236894660081,82.82750892478106,58.62657598592306,46.221862639624696,72.35,0.626,5.762,118.779,-6.899,132.792,1.135534739659269,0.11343260437124769,-0.858554595,65.06134807296282,6.499209489649706,-49.19155477,2.229892696388567,0.059835403676405496,0.34788231603825914,127.76344027011194,3.428316096119605,19.932188476228518
-0.374,1.4599082921198483,1.0220334289671955,0.7918697573201842,83.64658361,58.558202001103915,45.37079501849528,72.587,-0.192,5.416,119.696,-7.24,132.166,1.1392498832188998,0.098504177,-0.862753752,65.27421011921487,5.643873614548533,-49.43214877,2.2438801599828624,0.055638392122366875,0.3362280237838695,128.56486290015798,3.187845047505549,19.264446716839988
-0.356,1.473734568784121,1.0200036636659493,0.777769677,84.43877091386246,58.44190501594041,44.562919900362616,72.806,-1.044,5.12,120.515,-7.625,131.589,1.142722471976671,0.08309683,-0.865995519,65.47317479901974,4.761097667275559,-49.61788829,2.256292641665935,0.050528534,0.325314943,129.27604571388147,2.895071724085052,18.63917326644594
-0.339,1.4892677488435968,1.0180453868697814,0.7664382616050229,85.32875657368719,58.32970402040159,43.91367765,72.999,-1.917,4.818,121.262,-8.042,131.083,1.1457077524599641,0.067311591,-0.869283142,65.64421877137521,3.856670067359036,-49.80625525,2.267662141186251,0.044659886,0.3155533659730628,129.92747005157162,2.5588229765913044,18.079876081403583
-0.325,1.5067023445868335,1.0151722765504032,0.7571616094617992,86.32768532729139,58.16508692502573,43.382164631493794,73.163,-2.829,4.543,121.97,-8.525,130.633,1.1482106461125372,0.050910783,-0.872003421,65.78762401423772,2.916972991694744,-49.96211572,2.278519769601679,0.037490439,0.30659776548826834,130.54956633529693,2.1480439133623466,17.566757970619545
-0.31,1.5271080302594793,1.0116003030832235,0.7506245520782946,87.49684499440457,57.960427920823626,43.00761883298415,73.295,-3.774,4.263,122.668,-9.075,130.232,1.150117669843573,0.033927066,-0.874723727,65.89688842545738,1.9438776917426095,-50.11797782,2.289356447600675,0.029024784,0.2983278534179422,131.17046224858169,1.662997616265984,17.09292691204556
-0.291,1.549183666027375,1.0073561306895544,0.7453720380603983,88.76168575397304,57.71725475514045,42.706671947925386,73.405,-4.752,3.994,123.36,-9.673,129.864,1.1516270737433687,0.016396494,-0.877166008,65.98337089849625,0.9394498870606847,-50.25791017,2.300198045031391,0.019634534,0.2905208148693732,131.79164002454158,1.1249759481042383,16.645616552716614
-0.266,1.5743108225774498,1.0026841814455034,0.7426020837148245,90.20136577545682,57.449571781356994,42.54796525448008,73.482,-5.757,3.68,124.063,-10.322,129.512,1.1524459897985653,-0.001702844,-0.880307246,66.03029133223451,-0.097565762,-50.43788987,2.311290552850184,0.009312416,0.28288032184399814,132.42719390677428,0.5335621422090304,16.207848548963483
-0.236,1.6006292031104996,0.9968060051456038,0.7408609454492564,91.70929790361984,57.11277708813892,42.448205380314306,73.542,-6.795,3.356,124.75,-11.047,129.155,1.1529105485179647,-0.020396262,-0.883525996,66.05690858619211,-1.168619755,-50.62231068,2.322098149895227,-0.00232066,0.2749888282244708,133.0464236041333,-0.132964032,15.755699270510148
-0.204,1.628654356,0.9901195701566192,0.7406178046533237,93.31502089835777,56.72967258,42.43427443887991,73.575,-7.866,2.988,125.42,-11.832,128.787,1.1527835370032615,-0.039760641,-0.887401981,66.04963136245004,-2.278116915,-50.84438824,2.332588868714244,-0.014974698,0.2667898509372326,133.64749751652144,-0.857986972,15.28593247562778
-0.172,1.6560465004766858,0.9821745371980399,0.7398971947689108,94.88447515472377,56.274455726662566,42.39298653382764,73.597,-8.97,2.604,126.052,-12.678,128.375,1.152387548423746,-0.059732943,-0.891448504,66.02694288810844,-3.422445524,-51.07623695,2.3422903173257024,-0.028588677,0.2577291893969784,134.20334957712106,-1.638010555,14.76679480977471
-0.143,1.6837383356727067,0.9736261510612589,0.7393977477957712,96.47110044,55.78466927937688,42.36437033017616,73.597,-10.107,2.137,126.656,-13.563,127.892,1.1514120417320393,-0.080465862,-0.896805275,65.97105047178687,-4.61035426,-51.38315729,2.3512860822066073,-0.042722715,0.24741655853236288,134.71876893828892,-2.447831256,14.17592458555589
-0.119,1.710898189827482,0.9636175675793517,0.7386822218731918,98.02724545368707,55.21121968695924,42.32337371468015,73.586,-11.272,1.609,127.222,-14.529,127.326,1.1500832737645326,-0.101824325,-0.903096327,65.89491767529655,-5.834104098,-51.74360804,2.3593642717985386,-0.058082504,0.23556214430354716,135.1816151080131,-3.327882357,13.49671668164492
-0.1,1.7373283177389958,0.9526987493742385,0.7375621341362977,99.54158023500773,54.58561748653565,42.25919741467176,73.564,-12.475,0.961,127.738,-15.557,126.634,1.1482960347441182,-0.124118618,-0.911291197,65.79251642244571,-7.111472972,-52.21313952,2.366164260777057,-0.074251983,0.2215133204865818,135.5712257772177,-4.254325273,12.691778369809931
-0.081,1.761288573138497,0.9409839405445819,0.7342292048919431,100.9144017454547,53.91440838279373,42.06823463555452,73.553,-13.722,0.22,128.205,-16.633,125.799,1.1464732398144335,-0.147393966,-0.920898375,65.68807796605694,-8.445052178,-52.76359023,2.371633188211791,-0.090970149,0.20504850982022949,135.88457223769126,-5.212205622,11.748414208145965
-0.055,1.7830543861182409,0.9289439951471175,0.7291256218493861,102.16149096686509,53.224570325951056,41.77582086682147,73.559,-15.002,-0.67,128.628,-17.748,124.788,1.1446271037663518,-0.171594595,-0.932876314,65.58230216209489,-9.831646096,-53.44987563,2.3757252285151873,-0.108035101,0.18567440971729465,136.1190288766733,-6.18995532,10.638360040383825
-0.018,1.8033052973626749,0.9162086493817871,0.7224230994574413,103.32178271246518,52.49488876295783,41.39179462,73.592,-16.326,-1.692,129.034,-18.935,123.618,1.1429535848173695,-0.196877879,-0.946887,65.48641658938304,-11.28027157,-54.2526288,2.3789585724631834,-0.126090506,0.163639995,136.30428583860763,-7.224453819,9.375881098743463
0.028,1.8216225798455707,0.9033958659863535,0.7136236973252896,104.37128569088402,51.760770350584174,40.88762601726039,73.674,-17.693,-2.878,129.435,-20.176,122.261,1.1417833354512292,-0.223309999,-0.963449281,65.41936623972533,-12.79472046,-55.20157755,2.3814142036396584,-0.14480791,0.1385734175914266,136.4449831410604,-8.296882069,7.939671980692662
0.075,1.8382551529502051,0.8901314840424379,0.7029314266514096,105.32426193222237,51.00077724734828,40.275004034235565,73.806,-19.089,-4.191,129.853,-21.484,120.745,1.141199302,-0.250570222,-0.98194925,65.38590360767743,-14.35661618,-56.26154775,2.3835534678450667,-0.164518291,0.11096368385942168,136.5675539512937,-9.426203701,6.357750764368796
0.116,1.8531890219950589,0.8773557437370778,0.6899968279611526,106.17990960029356,50.26878124769597,39.533906119588394,74.004,-20.522,-5.68,130.303,-22.824,119.037,1.1414012838167413,-0.278924586,-1.003167398,65.39747629351311,-15.98120157,-57.47725808,2.385472735095314,-0.184606189,0.080404345,136.67751986449053,-10.57715548,4.606829611514968
0.155,1.867365031842123,0.8639951357808222,0.6752238697646543,106.99213513486623,49.50327480007361,38.68747796400585,74.268,-21.984,-7.295,130.836,-24.247,117.169,1.1424721849204715,-0.308124017,-1.026259244,65.45883440703275,-17.65420577,-58.80032339,2.3881647337454286,-0.206076757,0.047384119661909585,136.83176002559702,-11.80732844,2.7149100725702806
0.183,1.882244265640339,0.8512538494445989,0.6583606015544348,107.84465243389242,48.77325286744031,37.72128386676314,74.614,-23.505,-9.108,131.523,-25.714,115.104,1.144562040776536,-0.338874844,-1.052323225,65.57857432737595,-19.41609835,-60.2936795,2.3926741100190227,-0.228258951,0.011458155691443705,137.0901282543104,-13.07827451,0.6565039621235279
0.207,1.8971170620930775,0.8392929084716263,0.6387790217455177,108.69680090019148,48.087941430683884,36.599341987513604,75.075,-25.054,-11.096,132.407,-27.213,112.841,1.1483124052192608,-0.370598994,-1.081032805,65.79345438,-21.23375825,-61.93861722,2.399695623078019,-0.251025414,-0.027282652,137.49243131838688,-14.38269679,-1.563180786
0.232,1.9112318032961335,0.8285902718305498,0.6159953748427885,109.50551600004599,47.474725521488125,35.29393517807091,75.663,-26.625,-13.293,133.489,-28.713,110.336,1.1539072687865393,-0.403293829,-1.112953721,66.11401645093657,-23.1070343,-63.76755101,2.409004626125966,-0.273873173,-0.069400051,138.02579790450866,-15.69177691,-3.976330031
0.269,1.9247781482764652,0.8185696531308593,0.590398047,110.28166439524722,46.90058636188599,33.82731633697418,76.393,-28.224,-15.672,134.769,-30.251,107.622,1.161654644131269,-0.437007352,-1.147597693,66.55790836,-25.03867689,-65.75250438,2.4206923040015855,-0.297599032,-0.114323515,138.69545251909008,-17.05116853,-6.550254911
0.316,1.9368997304637596,0.8101496889386772,0.5616309641558073,110.97617989560015,46.41815795002268,32.17908388999098,77.289,-29.85,-18.292,136.23,-31.783,104.656,1.171928258999144,-0.471890294,-1.185940987,67.14654313276539,-27.03732223,-67.94941332,2.4342093930101605,-0.321510622,-0.162564308,139.4699246705841,-18.42120168,-9.314248773
0.375,1.9466578605155331,0.8032788994019726,0.5289011612625237,111.53527956350655,46.02449070764686,30.303804319910757,78.387,-31.487,-21.138,137.906,-33.3,101.426,1.1854388891934355,-0.507642319,-1.227784924,67.92064522,-29.08576237,-70.3468943,2.4500357394424337,-0.345584696,-0.214191647,140.37670752626528,-19.80054456,-12.27227735
0.448,1.953128555622373,0.7982102104421922,0.49167751702352225,111.90602308364443,45.734076222586886,28.17104660691951,79.706,-33.113,-24.269,139.818,-34.766,97.855,1.2025651076135455,-0.544057994,-1.274217613,68.90190525595182,-31.17222689,-73.00729143,2.4681372741470886,-0.369319632,-0.270259224,141.4138490675516,-21.16045618,-15.48471292
