Time,Roll(rad),Pitch(rad),Yaw(rad),Roll(deg),Pitch(deg),Yaw(deg),W_AngleX(deg),W_AngleY(deg),W_AngleZ(deg),H_AngleX(deg),H_AngleY(deg),H_AngleZ(deg)
0.225,2.0111929019568136,-0.08645417792898602,0.06260217183072692,115.23286506879379,-4.953459516603971,3.5868402342534225,-60.936,12.2,13.3,113.714,20.1,-9.6
0.225,2.0111752620486487,-0.08644762605268164,0.06261122978843525,115.23185437650494,-4.953084121743839,3.587359217001118,-60.93,12.2,13.3,113.719,20.1,-9.6
0.229,2.010615577556001,-0.08640610885574262,0.06266858070802883,115.1997868172173,-4.95070536158202,3.5906451826450243,-60.892,12.2,13.3,113.725,20.1,-9.6
0.234,2.010615577556001,-0.08640610885574262,0.06266858070802883,115.1997868172173,-4.95070536158202,3.5906451826450243,-60.892,12.2,13.3,113.725,20.1,-9.6
0.239,2.010702998894443,-0.08641157381356313,0.06266103612823148,115.20479569094941,-4.951018480600351,3.590212910064437,-60.897,12.2,13.3,113.725,20.1,-9.6
0.239,2.010615577556001,-0.08640610885574262,0.06266858070802883,115.1997868172173,-4.95070536158202,3.5906451826450243,-60.892,12.2,13.3,113.725,20.1,-9.6
0.233,2.009846273347388,-0.0863579888985897,0.06273495217072778,115.15570893290212,-4.9479482911268065,3.5944479873377837,-60.848,12.2,13.3,113.725,20.1,-9.6
0.225,2.009846273347388,-0.0863579888985897,0.06273495217072778,115.15570893290212,-4.9479482911268065,3.5944479873377837,-60.848,12.2,13.3,113.725,20.1,-9.6
0.217,2.009846273347388,-0.0863579888985897,0.06273495217072778,115.15570893290212,-4.9479482911268065,3.5944479873377837,-60.848,12.2,13.3,113.725,20.1,-9.6
0.212,2.009846273347388,-0.0863579888985897,0.06273495217072778,115.15570893290212,-4.9479482911268065,3.5944479873377837,-60.848,12.2,13.3,113.725,20.1,-9.6
0.21,2.00907697555183,-0.0863098180864299,0.06280128618002667,115.11163141602793,-4.945188306894332,3.598248646108792,-60.804,12.2,13.3,113.725,20.1,-9.6
0.21,2.00897225579671,-0.08630981808642968,0.06280128618002667,115.10563141602792,-4.94518830689432,3.598248646108792,-60.804,12.2,13.3,113.719,20.1,-9.6
0.211,2.0090596756776806,-0.08631529460257914,0.06279375011186439,115.11064020625307,-4.945502088156119,3.5978168612089703,-60.809,12.2,13.3,113.719,20.1,-9.6
0.212,2.00907697555183,-0.0863098180864299,0.06280128618002667,115.11163141602793,-4.945188306894332,3.598248646108792,-60.804,12.2,13.3,113.725,20.1,-9.6
0.213,2.008395103324149,-0.08626707873857642,0.06286005089141622,115.07256301521463,-4.942739522643186,3.601615616055718,-60.765,12.2,13.3,113.725,20.1,-9.6
0.214,2.0083076841724457,-0.08626159644819498,0.06286758269715198,115.06755426677341,-4.942425410542264,3.6020471567364893,-60.76,12.2,13.3,113.725,20.1,-9.6
0.215,2.008290383569029,-0.08626707873857664,0.06286005089141611,115.06656301521461,-4.942739522643199,3.601615616055711,-60.765,12.2,13.3,113.719,20.1,-9.6
0.216,2.008395103324149,-0.08626707873857642,0.06286005089141622,115.07256301521463,-4.942739522643186,3.601615616055718,-60.765,12.2,13.3,113.725,20.1,-9.6
0.217,2.007521097879304,-0.0862188120741687,0.06292631414444771,115.02248619195355,-4.93997404648145,3.6054122207912296,-60.721,12.2,13.3,113.719,20.1,-9.6
0.217,2.007521097879304,-0.0862188120741687,0.06292631414444771,115.02248619195355,-4.93997404648145,3.6054122207912296,-60.721,12.2,13.3,113.719,20.1,-9.6
0.218,2.0076260000952706,-0.08622539688232855,0.06291728045744638,115.02849664619002,-4.940351328197913,3.604894628652611,-60.727,12.2,13.3,113.719,20.1,-9.6
0.218,2.0076260000952706,-0.08622539688232855,0.06291728045744638,115.02849664619002,-4.940351328197913,3.604894628652611,-60.727,12.2,13.3,113.719,20.1,-9.6
0.218,2.0069441378262916,-0.0861825787555337,0.06297598693414497,114.9894288159683,-4.937898030245911,3.6082582619975234,-60.688,12.2,13.3,113.719,20.1,-9.6
0.218,2.0069441378262916,-0.0861825787555337,0.06297598693414497,114.9894288159683,-4.937898030245911,3.6082582619975234,-60.688,12.2,13.3,113.719,20.1,-9.6
0.218,2.0069617729227636,-0.08618916875531468,0.06296695709025923,114.99043923256745,-4.938275609420354,3.6077408900532086,-60.694,12.2,13.3,113.714,20.1,-9.6
0.217,2.0069617729227636,-0.08618916875531468,0.06296695709025923,114.99043923256745,-4.938275609420354,3.6077408900532086,-60.694,12.2,13.3,113.714,20.1,-9.6
0.215,2.00629739839972,-0.08614741615392019,0.06302413429267595,114.95237337638103,-4.9358833615767574,3.611016902436052,-60.656,12.2,13.3,113.714,20.1,-9.6
0.214,2.0061926786446005,-0.08614741615392041,0.06302413429267595,114.94637337638105,-4.93588336157677,3.611016902436052,-60.656,12.2,13.3,113.708,20.1,-9.6
0.213,2.006280096071185,-0.08615291207939224,0.06301661257925928,114.95138202598024,-4.936198254910825,3.6105859400025695,-60.661,12.2,13.3,113.708,20.1,-9.6
0.212,2.006280096071185,-0.08615291207939224,0.06301661257925928,114.95138202598024,-4.936198254910825,3.6105859400025695,-60.661,12.2,13.3,113.708,20.1,-9.6
0.211,2.0055284592480844,-0.08611112661866938,0.06307376541403686,114.90831640828995,-4.933804124366395,3.6138605562225337,-60.623,12.2,13.3,113.703,20.1,-9.6
0.21,2.0055284592480844,-0.08611112661866938,0.06307376541403686,114.90831640828995,-4.933804124366395,3.6138605562225337,-60.623,12.2,13.3,113.703,20.1,-9.6
0.208,2.005633510028384,-0.08612322630019698,0.06305722405932457,114.91433537463567,-4.934497385051379,3.6129128064100904,-60.634,12.2,13.3,113.698,20.1,-9.6
0.207,2.005633510028384,-0.08612322630019698,0.06305722405932457,114.91433537463567,-4.934497385051379,3.6129128064100904,-60.634,12.2,13.3,113.698,20.1,-9.6
0.208,2.0049516597985817,-0.086080313129822,0.06311586006054082,114.87526823420798,-4.932038641503367,3.6162724018073056,-60.595,12.2,13.3,113.698,20.1,-9.6
0.209,2.004864243467795,-0.0860748085608729,0.06312337535647727,114.87025964739337,-4.931723252934545,3.6167029965462563,-60.59,12.2,13.3,113.698,20.1,-9.6
0.211,2.0016580752482263,-0.08443865057333588,0.10068970519308673,114.68655974000312,-4.837978305632055,5.769095147980358,-60.595,10.3,12.3,113.698,20.1,-9.6
0.213,2.0016580752482263,-0.08443865057333588,0.10068970519308673,114.68655974000312,-4.837978305632055,5.769095147980358,-60.595,10.3,12.3,113.698,20.1,-9.6
0.214,2.0009958536626105,-0.08437196499310562,0.10074553386713403,114.64861723804486,-4.83415750333048,5.77229389537908,-60.557,10.3,12.3,113.698,20.1,-9.6
0.214,2.0007865732875456,-0.08436143232397408,0.10075434484040147,114.63662635581873,-4.833554025842235,5.772798726960706,-60.551,10.3,12.3,113.692,20.1,-9.6
0.214,2.0008911339074906,-0.08437196499310584,0.10074553386713436,114.64261723804486,-4.834157503330492,5.772293895379098,-60.557,10.3,12.3,113.692,20.1,-9.6
0.213,2.0008911339074906,-0.08437196499310584,0.10074553386713436,114.64261723804486,-4.834157503330492,5.772293895379098,-60.557,10.3,12.3,113.692,20.1,-9.6
0.212,2.000211493207135,-0.08430348623860273,0.10080278529374564,114.60367669432917,-4.830233959711152,5.775574160495028,-60.518,10.3,12.3,113.692,20.1,-9.6
0.21,2.0001243603530723,-0.08429470410755724,0.10081012181799531,114.59868434953444,-4.829730780667115,5.775994512370829,-60.513,10.3,12.3,113.692,20.1,-9.6
0.209,1.9957810483720486,-0.08443817715841728,0.11067113264270045,114.34983090391319,-4.837951180955261,6.340988814359253,-60.518,10.3,12.3,113.692,20.1,-9.0
0.208,1.995694005744922,-0.08442853866485933,0.11067847321492219,114.3448437287411,-4.837398935953526,6.341409398166769,-60.513,10.3,12.3,113.692,20.1,-9.0
0.207,1.9951197978815556,-0.08435333657174438,0.11073570057171023,114.31194404160698,-4.83309017340749,6.344688284183413,-60.474,10.3,12.3,113.698,20.1,-9.0
0.206,1.9950327565038402,-0.08434369247838935,0.1107430336799613,114.30695693802087,-4.832537607561016,6.3451084403369125,-60.469,10.3,12.3,113.698,20.1,-9.0
0.204,1.9951197978815556,-0.08435333657174438,0.11073570057171023,114.31194404160698,-4.83309017340749,6.344688284183413,-60.474,10.3,12.3,113.698,20.1,-9.0
0.202,1.9951197978815556,-0.08435333657174438,0.11073570057171023,114.31194404160698,-4.83309017340749,6.344688284183413,-60.474,10.3,12.3,113.698,20.1,-9.0
0.201,1.9943538386285957,-0.08426844672923384,0.11080020280191627,114.26805780913338,-4.828226343708105,6.348383989743401,-60.43,10.3,12.3,113.698,20.1,-9.0
0.201,1.9943538386285957,-0.08426844672923384,0.11080020280191627,114.26805780913338,-4.828226343708105,6.348383989743401,-60.43,10.3,12.3,113.698,20.1,-9.0
0.201,1.99445828697052,-0.08428002551539682,0.11079141091318856,114.27404225830279,-4.8288897592871285,6.347880251625354,-60.436,10.3,12.3,113.698,20.1,-9.0
0.203,1.9943538386285957,-0.08426844672923384,0.11080020280191627,114.26805780913338,-4.828226343708105,6.348383989743401,-60.43,10.3,12.3,113.698,20.1,-9.0
0.206,1.9936923372072703,-0.08419509317440133,0.11085585637473272,114.23015656954954,-4.824023494603921,6.351572704580607,-60.392,10.3,12.3,113.698,20.1,-9.0
0.209,1.9935878903633861,-0.08418350768139615,0.11086463929755053,114.2241722062115,-4.823359694751146,6.352075928989857,-60.386,10.3,12.3,113.698,20.1,-9.0
0.211,1.9937796036698705,-0.08419509317440133,0.11085585637473294,114.23515656954956,-4.824023494603921,6.3515727045806205,-60.392,10.3,12.3,113.703,20.1,-9.0
0.213,1.9937796036698705,-0.08419509317440133,0.11085585637473294,114.23515656954956,-4.824023494603921,6.3515727045806205,-60.392,10.3,12.3,113.703,20.1,-9.0
0.213,1.9930136648901162,-0.08411011167172266,0.11092023607084844,114.19127151010424,-4.819154413163754,6.355261389454373,-60.348,10.3,12.3,113.703,20.1,-9.0
0.212,1.9930136648901162,-0.08411011167172266,0.11092023607084844,114.19127151010424,-4.819154413163754,6.355261389454373,-60.348,10.3,12.3,113.703,20.1,-9.0
0.211,1.993100702834826,-0.08411977113492242,0.11091292350947057,114.1962584169936,-4.819707859637462,6.354842410549991,-60.353,10.3,12.3,113.703,20.1,-9.0
0.209,1.9931009313527164,-0.08411011167172289,0.11092023607084867,114.19627151010427,-4.8191544131637665,6.355261389454386,-60.348,10.3,12.3,113.708,20.1,-9.0
0.208,1.9924220402489063,-0.08403474609938333,0.11097724488366278,114.15737391510697,-4.814836283948122,6.358527753823687,-60.309,10.3,12.3,113.708,20.1,-9.0
0.206,1.9923350035515082,-0.08402508105792128,0.11098454996584406,114.1523870796833,-4.814282517863528,6.35894630420167,-60.304,10.3,12.3,113.708,20.1,-9.0
0.205,1.9924220402489063,-0.08403474609938333,0.11097724488366278,114.15737391510697,-4.814836283948122,6.358527753823687,-60.309,10.3,12.3,113.708,20.1,-9.0
0.203,1.9925267600040257,-0.0840347460993831,0.11097724488366267,114.16337391510696,-4.814836283948109,6.3585277538236795,-60.309,10.3,12.3,113.714,20.1,-9.0
0.2,1.9918652846574005,-0.08396127589882552,0.11103274218365844,114.12547416949337,-4.81062675153618,6.361707514887809,-60.271,10.3,12.3,113.714,20.1,-9.0
0.198,1.9918652846574005,-0.08396127589882552,0.11103274218365844,114.12547416949337,-4.81062675153618,6.361707514887809,-60.271,10.3,12.3,113.714,20.1,-9.0
0.198,1.9919523204196863,-0.08397094512021108,0.11102544271353143,114.13046095133906,-4.8111807571127505,6.3612892860568495,-60.276,10.3,12.3,113.714,20.1,-9.0
0.198,1.9918652846574005,-0.08396127589882552,0.11103274218365844,114.12547416949337,-4.81062675153618,6.361707514887809,-60.271,10.3,12.3,113.714,20.1,-9.0
0.199,1.9912038174928124,-0.08388776913390528,0.11108819035820505,114.08757489267599,-4.80641512414059,6.364884461271035,-60.233,10.3,12.3,113.714,20.1,-9.0
0.202,1.9913781186412987,-0.08389744316452807,0.11108089735326321,114.09756161284854,-4.806969405266156,6.364466602867899,-60.238,10.3,12.3,113.719,20.1,-9.0
0.205,1.991482560451284,-0.08390905116630387,0.11107214462420911,114.1035456877654,-4.80763449477649,6.363965108433877,-60.244,10.3,12.3,113.719,20.1,-9.0
0.208,1.991482560451284,-0.08390905116630387,0.11107214462420911,114.1035456877654,-4.80763449477649,6.363965108433877,-60.244,10.3,12.3,113.719,20.1,-9.0
0.21,1.9909081330196206,-0.08384519588636441,0.11112026947047604,114.07063342029456,-4.803975856736332,6.366722459014688,-60.211,10.3,12.3,113.719,20.1,-9.0
0.212,1.9909081330196206,-0.08384519588636441,0.11112026947047604,114.07063342029456,-4.803975856736332,6.366722459014688,-60.211,10.3,12.3,113.719,20.1,-9.0
0.214,1.9909079006199226,-0.08385487269932068,0.11111298020991367,114.0706201047727,-4.804530297277864,6.366304815148693,-60.216,10.3,12.3,113.714,20.1,-9.0
0.215,1.9909951670825223,-0.08385487269932068,0.11111298020991367,114.0756201047727,-4.804530297277864,6.366304815148693,-60.216,10.3,12.3,113.719,20.1,-9.0
0.214,1.9904207448833224,-0.0837909940538224,0.11116107359914851,114.04270813709992,-4.8008703204898,6.369060363374329,-60.183,10.3,12.3,113.719,20.1,-9.0
0.213,1.9903334784207227,-0.08379099405382262,0.11116107359914862,114.03770813709993,-4.800870320489813,6.369060363374336,-60.183,10.3,12.3,113.714,20.1,-9.0
0.211,1.9904379183619714,-0.08380261040044057,0.11115233210474884,114.04369210494606,-4.801535888124382,6.368559512638591,-60.189,10.3,12.3,113.714,20.1,-9.0
0.21,1.990525184824571,-0.08380261040044057,0.11115233210474873,114.04869210494607,-4.801535888124382,6.368559512638585,-60.189,10.3,12.3,113.719,20.1,-9.0
0.21,1.9899507676695094,-0.08373870923844051,0.11120039515019653,114.01578042628111,-4.797874621235797,6.37131332229329,-60.156,10.3,12.3,113.719,20.1,-9.0
0.21,1.9898635012069095,-0.08373870923844051,0.11120039515019664,114.0107804262811,-4.797874621235797,6.371313322293296,-60.156,10.3,12.3,113.714,20.1,-9.0
0.21,1.9898635012069095,-0.08373870923844051,0.11120039515019664,114.0107804262811,-4.797874621235797,6.371313322293296,-60.156,10.3,12.3,113.714,20.1,-9.0
0.21,1.990037800175579,-0.08374839300093417,0.11119311525500053,114.02076702155935,-4.798429459956491,6.370896215023261,-60.161,10.3,12.3,113.719,20.1,-9.0
0.209,1.989376356677563,-0.08367478057570787,0.11124842109517574,113.98286910073666,-4.794211778671302,6.374065006247726,-60.123,10.3,12.3,113.719,20.1,-9.0
0.208,1.989376356677563,-0.08367478057570787,0.11124842109517574,113.98286910073666,-4.794211778671302,6.374065006247726,-60.123,10.3,12.3,113.719,20.1,-9.0
0.207,1.989376356677563,-0.08367478057570787,0.11124842109517574,113.98286910073666,-4.794211778671302,6.374065006247726,-60.123,10.3,12.3,113.719,20.1,-9.0
0.206,1.989376356677563,-0.08367478057570787,0.11124842109517574,113.98286910073666,-4.794211778671302,6.374065006247726,-60.123,10.3,12.3,113.719,20.1,-9.0
0.206,1.9888019518465878,-0.08361082443363066,0.1112964099247189,113.94995812818986,-4.790547361656339,6.376814563644321,-60.09,10.3,12.3,113.719,20.1,-9.0
0.207,1.9888019518465878,-0.08361082443363066,0.1112964099247189,113.94995812818986,-4.790547361656339,6.376814563644321,-60.09,10.3,12.3,113.719,20.1,-9.0
0.208,1.9888019518465878,-0.08361082443363066,0.1112964099247189,113.94995812818986,-4.790547361656339,6.376814563644321,-60.09,10.3,12.3,113.719,20.1,-9.0
0.209,1.9889066716017076,-0.08361082443363066,0.1112964099247189,113.95595812818988,-4.790547361656339,6.376814563644321,-60.09,10.3,12.3,113.725,20.1,-9.0
0.21,1.9883322729295498,-0.08354684083360553,0.1113443616238724,113.92304750851731,-4.786881371416845,6.3795619936262975,-60.057,10.3,12.3,113.725,20.1,-9.0
0.211,1.98822755317443,-0.08354684083360553,0.1113443616238724,113.9170475085173,-4.786881371416845,6.3795619936262975,-60.057,10.3,12.3,113.719,20.1,-9.0
0.212,1.98822755317443,-0.08354684083360553,0.1113443616238724,113.9170475085173,-4.786881371416845,6.3795619936262975,-60.057,10.3,12.3,113.719,20.1,-9.0
0.212,1.9883322729295498,-0.08354684083360553,0.1113443616238724,113.92304750851731,-4.786881371416845,6.3795619936262975,-60.057,10.3,12.3,113.725,20.1,-9.0
0.212,1.987653446072522,-0.08347118848069646,0.1114009839227652,113.88415359458948,-4.782546810884921,6.382806212379184,-60.018,10.3,12.3,113.725,20.1,-9.0
0.213,1.987548726317402,-0.08347118848069668,0.11140098392276532,113.87815359458948,-4.782546810884934,6.38280621237919,-60.018,10.3,12.3,113.719,20.1,-9.0
0.214,1.987548726317402,-0.08347118848069668,0.11140098392276532,113.87815359458948,-4.782546810884934,6.38280621237919,-60.018,10.3,12.3,113.719,20.1,-9.0
0.216,1.987653446072522,-0.08347118848069646,0.1114009839227652,113.88415359458948,-4.782546810884921,6.382806212379184,-60.018,10.3,12.3,113.725,20.1,-9.0
0.216,1.9869920332999902,-0.08339743910622155,0.1114561044420298,113.84625743420737,-4.778321282985779,6.385964385497615,-59.98,10.3,12.3,113.725,20.1,-9.0
0.215,1.9869920332999902,-0.08339743910622155,0.1114561044420298,113.84625743420737,-4.778321282985779,6.385964385497615,-59.98,10.3,12.3,113.725,20.1,-9.0
0.213,1.9869920332999902,-0.08339743910622155,0.1114561044420298,113.84625743420737,-4.778321282985779,6.385964385497615,-59.98,10.3,12.3,113.725,20.1,-9.0
0.211,1.9868876004500597,-0.08338579114772315,0.11146480317581331,113.84027387266383,-4.777653904123878,6.386462786230518,-59.974,10.3,12.3,113.725,20.1,-9.0
0.209,1.986226197122081,-0.08331199972817704,0.1115198666083328,113.80237825341473,-4.773425967219606,6.389617688519388,-59.936,10.3,12.3,113.725,20.1,-9.0
0.208,1.986226197122081,-0.08331199972817704,0.1115198666083328,113.80237825341473,-4.773425967219606,6.389617688519388,-59.936,10.3,12.3,113.725,20.1,-9.0
0.207,1.986226197122081,-0.08331199972817704,0.1115198666083328,113.80237825341473,-4.773425967219606,6.389617688519388,-59.936,10.3,12.3,113.725,20.1,-9.0
0.207,1.9861217657630417,-0.08330034513444673,0.11152855632601166,113.79639477729297,-4.77275820818692,6.390115572667547,-59.93,10.3,12.3,113.725,20.1,-9.0
0.207,1.9854603718751338,-0.08322651171370743,0.11158356264129377,113.7584996989201,-4.768527864791544,6.393267202379778,-59.892,10.3,12.3,113.725,20.1,-9.0
0.208,1.9853559420062772,-0.08321485049167521,0.11159224333805629,113.75251630817951,-4.767859725985133,6.3937645696675025,-59.886,10.3,12.3,113.725,20.1,-9.0
0.208,1.9853559420062772,-0.08321485049167521,0.11159224333805629,113.75251630817951,-4.767859725985133,6.3937645696675025,-59.886,10.3,12.3,113.725,20.1,-9.0
0.208,1.9852689172707492,-0.08320513211660518,0.11159947631206524,113.74753015812051,-4.767302904109895,6.394178988551544,-59.881,10.3,12.3,113.725,20.1,-9.0
0.208,1.9846075338903448,-0.08313125197347992,0.1116544189836719,113.70963568178325,-4.7630698837189955,6.397326971749778,-59.843,10.3,12.3,113.725,20.1,-9.0
0.207,1.9846075338903448,-0.08313125197347992,0.1116544189836719,113.70963568178325,-4.7630698837189955,6.397326971749778,-59.843,10.3,12.3,113.725,20.1,-9.0
0.207,2.001106895173588,-0.1251189212043915,0.03586523592673718,114.65497944797465,-7.168786122241536,2.0549266498430123,-59.837,12.7,13.0,113.725,18.3,-11.0
0.206,2.001106895173588,-0.1251189212043915,0.03586523592673718,114.65497944797465,-7.168786122241536,2.0549266498430123,-59.837,12.7,13.0,113.725,18.3,-11.0
0.206,2.000438876541595,-0.12509511195336742,0.03594859190544475,114.61670479972533,-7.167421952644489,2.0597025956201382,-59.799,12.7,13.0,113.725,18.3,-11.0
0.204,2.000333400281362,-0.1250913475477775,0.0359617518868236,114.61066145517518,-7.167206268091811,2.0604566070116173,-59.793,12.7,13.0,113.725,18.3,-11.0
0.202,2.000333400281362,-0.1250913475477775,0.0359617518868236,114.61066145517518,-7.167206268091811,2.0604566070116173,-59.793,12.7,13.0,113.725,18.3,-11.0
