Time,Roll(rad),Pitch(rad),Yaw(rad),Roll(deg),Pitch(deg),Yaw(deg),W_AngleX(deg),W_AngleY(deg),W_AngleZ(deg),H_AngleX(deg),H_AngleY(deg),H_AngleZ(deg)
0.59,-0.6060098610940552,-0.024843020116518844,0.16776949186191203,-34.72180738399863,-1.4234002030351325,9.612483814741971,-49.982,-34.5,13.9,-89.604,-40.6,17.8
0.604,-0.5941246113601428,-0.023577483604298566,0.16795033658739483,-34.040832735786466,-1.350890302065204,9.622845454259338,-49.548,-34.5,13.9,-88.495,-40.6,17.8
0.625,-0.5810642249110146,-0.022246379832002505,0.16813014973250937,-33.29252771344157,-1.274623673818697,9.633147988575374,-49.092,-34.5,13.9,-87.297,-40.6,17.8
0.655,-0.566846356063808,-0.020852510627067167,0.16830704966151172,-32.477903834826094,-1.1947608511826464,9.643283607903372,-48.615,-34.5,13.9,-86.012,-40.6,17.8
0.68,-0.5519564926983707,-0.019357731846882054,0.1684838484931885,-31.624777506460077,-1.109116335772326,9.653413434781296,-48.104,-34.5,13.9,-84.655,-40.6,17.8
0.695,-0.5362001327327682,-0.017732552407749402,0.16866096280604595,-30.722004579942165,-1.016000412958587,9.663561337399388,-47.549,-34.5,13.9,-83.205,-40.6,17.8
0.703,-0.5199437087568327,-0.01597671980944315,0.1688346851319226,-29.790580096145778,-0.9153986155441495,9.673514893479314,-46.95,-34.5,13.9,-81.683,-40.6,17.8
0.698,-0.5030986486276265,-0.014075349614510735,0.16900222124210834,-28.825429245098167,-0.8064581280825553,9.683114005508997,-46.302,-34.5,13.9,-80.079,-40.6,17.8
0.59,-0.48577084765036216,-0.012042948175295276,0.16915770702554786,-27.832619380858254,-0.6900101033391952,9.692022684674367,-45.61,-34.5,13.9,-78.404,-40.6,17.8
0.604,-0.3875125345090539,-0.023577483604298344,0.16795033658739478,-22.202832735786455,-1.3508903020651915,9.622845454259334,-49.548,-34.5,13.9,-76.657,-40.6,17.8
0.625,-0.36371837316016065,-0.022246379832002505,0.16813014973250925,-20.839527713441562,-1.274623673818697,9.633147988575367,-49.092,-34.5,13.9,-74.844,-40.6,17.8
0.655,-0.3392379683112275,-0.020852510627067167,0.16830704966151172,-19.436903834826097,-1.1947608511826464,9.643283607903372,-48.615,-34.5,13.9,-72.971,-40.6,17.8
0.68,-0.3146789808897415,-0.01935773184688183,0.16848384849318837,-18.029777506460075,-1.1091163357723133,9.653413434781289,-48.104,-34.5,13.9,-71.06,-40.6,17.8
0.695,-0.29000398844644787,-0.01773255240774918,0.16866096280604587,-16.61600457994215,-1.016000412958574,9.663561337399383,-47.549,-34.5,13.9,-69.099,-40.6,17.8
0.703,-0.2654048906459794,-0.015976719809443374,0.16883468513192265,-15.20658009614576,-0.9153986155441621,9.673514893479318,-46.95,-34.5,13.9,-67.099,-40.6,17.8
0.698,-0.24089783510051843,-0.014075349614510957,0.16900222124210829,-13.802429245098168,-0.806458128082568,9.683114005508994,-46.302,-34.5,13.9,-65.056,-40.6,17.8
0.69,-0.25056673677768915,-0.07922576944650261,0.03194195408405778,-14.356416503727013,-4.539302217961108,1.8301391584171742,-45.61,-26.0,17.0,-62.968,-40.6,17.8
0.689,-0.2262530862205256,-0.07880554170632359,0.03296684325654024,-12.96334694224564,-4.515224942014529,1.8888609824690745,-44.868,-26.0,17.0,-60.831,-40.6,17.8
0.687,-0.2015562446667168,-0.07834953115462895,0.03403818607205786,-11.54832215390908,-4.489097461988995,1.9502444042098968,-44.088,-26.0,17.0,-58.634,-40.6,17.8
0.684,-0.17656330973294274,-0.07785569378813717,0.035154864172360495,-10.116332464558749,-4.46080266512316,2.014225346431924,-43.27,-26.0,17.0,-56.382,-40.6,17.8
0.688,-0.15139700509754944,-0.07731050176561527,0.036339976189191645,-8.674409423010193,-4.429565463208454,2.082127263246586,-42.396,-26.0,17.0,-54.064,-40.6,17.8
0.705,-0.12574261471363682,-0.07671520346529825,0.037582242675129905,-7.204521128030996,-4.395457383048978,2.1533038899213963,-41.473,-26.0,17.0,-51.669,-40.6,17.8
0.725,-0.09979185028666931,-0.07606677183256694,0.03887979440544174,-5.717651851227526,-4.358304987190696,2.2276481277681612,-40.501,-26.0,17.0,-49.208,-40.6,17.8
0.736,-0.07364934665715883,-0.07535785870247347,0.040238473981076536,-4.219796727351139,-4.317687256794931,2.305494733162661,-39.474,-26.0,17.0,-46.681,-40.6,17.8
0.69,-0.04731474543385828,-0.07458478716408767,0.041655778947510595,-2.7109352220959626,-4.27339352038374,2.3867003260222637,-38.392,-26.0,17.0,-44.088,-40.6,17.8
0.689,0.11218370903369503,-0.07880554170632359,0.03296684325654027,6.427653057754371,-4.515224942014529,1.888860982469076,-44.868,-26.0,17.0,-41.44,-40.6,17.8
0.687,0.14560719684747542,-0.07834953115462895,0.03403818607205779,8.342677846090927,-4.489097461988995,1.9502444042098928,-44.088,-26.0,17.0,-38.743,-40.6,17.8
0.684,0.17883808585066252,-0.07785569378813717,0.035154864172360495,10.246667535441247,-4.46080266512316,2.014225346431924,-43.27,-26.0,17.0,-36.019,-40.6,17.8
0.688,0.21129986675939208,-0.07731050176561527,0.036339976189191714,12.1065905769898,-4.429565463208454,2.08212726324659,-42.396,-26.0,17.0,-33.283,-40.6,17.8
0.705,0.24271384367488602,-0.07671520346529803,0.03758224267513001,13.906478871969,-4.395457383048965,2.153303889921402,-41.473,-26.0,17.0,-30.558,-40.6,17.8
0.725,0.2726788653814406,-0.07606677183256716,0.03887979440544165,15.623348148772477,-4.358304987190709,2.2276481277681563,-40.501,-26.0,17.0,-27.867,-40.6,17.8
0.736,0.3005492449704256,-0.07535785870247347,0.04023847398107655,17.220203272648874,-4.317687256794931,2.305494733162662,-39.474,-26.0,17.0,-25.241,-40.6,17.8
0.732,0.3259239151051293,-0.07458478716408767,0.041655778947510574,18.67406477790405,-4.27339352038374,2.3867003260222623,-38.392,-26.0,17.0,-22.703,-40.6,17.8
0.721,0.3486987006642953,-0.07374752281006502,0.0431225108865233,19.978963869759756,-4.225421806561495,2.470737875804731,-37.26,-26.0,17.0,-20.264,-40.6,17.8
0.717,0.3690839463367232,-0.07285657681595148,0.04461297753645005,21.146952411127202,-4.174374361324701,2.5561353243505365,-36.096,-26.0,17.0,-17.93,-40.6,17.8
0.723,0.3866959036085856,-0.0719082184392148,0.0461275681258938,22.156043231769655,-4.120037428871812,2.642914972815895,-34.898,-26.0,17.0,-15.721,-40.6,17.8
0.724,0.40143020386233896,-0.07090183840392039,0.0476614407044878,23.00025645038826,-4.062376100263215,2.73079939788018,-33.668,-26.0,17.0,-13.645,-40.6,17.8
0.716,0.41339195113927274,-0.06983877433856067,0.0492073109590718,23.685614084958672,-4.001467015966084,2.819371239142657,-32.41,-26.0,17.0,-11.7,-40.6,17.8
0.698,0.4227384996023321,-0.06871728215825268,0.05076286438205335,24.22113186490646,-3.9372102472775112,2.908497885086629,-31.124,-26.0,17.0,-9.877,-40.6,17.8
0.673,0.4298195619217361,-0.06755664646844584,0.05229854448647381,24.626846850277424,-3.870710720699324,2.9964858737521305,-29.833,-26.0,17.0,-8.179,-40.6,17.8
0.732,0.4349844352538546,-0.06636738691698185,0.053800529722715706,24.922772293927487,-3.8025711676548166,3.082543288679751,-28.548,-26.0,17.0,-6.597,-40.6,17.8
0.721,0.613500054776875,-0.0737475228100648,0.04312251088652319,35.15096386975976,-4.225421806561482,2.470737875804725,-37.26,-26.0,17.0,-5.092,-40.6,17.8
0.717,0.6180726174262341,-0.07285657681595148,0.04461297753644994,35.41295241112719,-4.174374361324701,2.5561353243505303,-36.096,-26.0,17.0,-3.664,-40.6,17.8
0.723,0.6210063556888243,-0.07190821843921436,0.04612756812589386,35.581043231769655,-4.120037428871786,2.6429149728158987,-34.898,-26.0,17.0,-2.296,-40.6,17.8
0.724,0.6226157799675804,-0.07090183840392061,0.04766144070448769,35.673256450388266,-4.062376100263228,2.730799397880174,-33.668,-26.0,17.0,-0.972,-40.6,17.8
0.716,0.6232503403990709,-0.06983877433856045,0.049207310959071826,35.70961408495867,-4.001467015966071,2.819371239142659,-32.41,-26.0,17.0,0.324,-40.6,17.8
0.698,0.623207017486401,-0.06871728215825268,0.05076286438205335,35.707131864906465,-3.9372102472775112,2.908497885086629,-31.124,-26.0,17.0,1.609,-40.6,17.8
0.673,0.6229926035324685,-0.06755664646844584,0.052298544486473864,35.69484685027743,-3.870710720699324,2.9964858737521336,-29.833,-26.0,17.0,2.889,-40.6,17.8
0.657,0.6226945963058448,-0.06636738691698185,0.053800529722715595,35.67777229392749,-3.8025711676548166,3.082543288679745,-28.548,-26.0,17.0,4.158,-40.6,17.8
0.663,0.6225922248881358,-0.06514961503515782,0.05526958397105208,35.671906843749994,-3.7327979784165954,3.166713896985189,-27.268,-26.0,17.0,5.433,-40.6,17.8
0.683,0.6221965803480387,-0.0638776141144104,0.05673540234939323,35.649238081415035,-3.6599176941210136,3.250699103596847,-25.966,-26.0,17.0,6.713,-40.6,17.8
0.708,0.6214205857758093,-0.06254528591646946,0.05820121694085484,35.60477686750123,-3.5835809114527275,3.3346840932362904,-24.637,-26.0,17.0,7.998,-40.6,17.8
0.718,0.6197757681684257,-0.06112734393106689,0.05968888266137945,35.51053576052934,-3.5023388200947596,3.4199210603486394,-23.258,-26.0,17.0,9.283,-40.6,17.8
0.703,0.6173847769638113,-0.05961539342485511,0.06119901324212462,35.37354205565204,-3.415710437256156,3.5064451691389777,-21.824,-26.0,17.0,10.58,-40.6,17.8
0.672,0.6144225555599374,-0.05803120916957205,0.06270302716111004,35.20381927122675,-3.3249433654573615,3.592618819025773,-20.358,-26.0,17.0,11.876,-40.6,17.8
0.643,0.6106974737687507,-0.056365482902146935,0.06420416797352285,34.990387806250716,-3.2295042805098224,3.678627852031867,-18.853,-26.0,17.0,13.167,-40.6,17.8
0.657,0.5301936968102197,0.727194582734179,0.08387686762113761,30.377861151664366,41.665180475445425,4.805790513468694,-17.314,-26.0,17.0,14.442,2.5,4.4
0.663,0.7793274830304107,0.6996514062628765,0.23287050072431753,44.652175636195814,40.08707270925576,13.342496864601575,-27.268,-26.0,17.0,15.705,2.5,4.4
0.683,0.7722582231132673,0.7046884373501365,0.21412280437415238,44.247136878662495,40.37567333183195,12.268332988144294,-25.966,-26.0,17.0,16.963,2.5,4.4
0.708,0.7641484475780468,0.7093975034278754,0.19471609133982626,43.78248096769592,40.64548294353461,11.156410237055884,-24.637,-26.0,17.0,18.21,2.5,4.4
0.718,0.7544788184967532,0.7138136906023815,0.17431255059527467,43.22845203188083,40.89851183017362,9.987373465269865,-23.258,-26.0,17.0,19.446,2.5,4.4
0.703,0.7435150847046509,0.7178898081304048,0.15283333328124116,42.600276357888404,41.13205616132865,8.75670496593142,-21.824,-26.0,17.0,20.693,2.5,4.4
0.672,0.7314907189672257,0.7215045052569886,0.13062913142937432,41.91133094981223,41.33916305089996,7.484497912362883,-20.358,-26.0,17.0,21.934,2.5,4.4
0.643,0.7183820371821005,0.7246264404691645,0.10761059966534747,41.16025880854453,41.51803676247092,6.165633191696319,-18.853,-26.0,17.0,23.176,2.5,4.4
0.625,0.7039063172612153,0.7271945827341786,0.08387686762113755,40.330861151664365,41.665180475445396,4.805790513468691,-17.314,-26.0,17.0,24.395,2.5,4.4
0.623,0.6884523603992019,0.7291586591001327,0.05948955695379465,39.445414646693756,41.777713761855956,3.408500538555572,-15.743,-26.0,17.0,25.609,2.5,4.4
0.618,0.6716177501619836,0.7304765831330338,0.03439275867476088,38.48086253035342,41.85322524666005,1.970559917875749,-14.134,-26.0,17.0,26.801,2.5,4.4
0.596,0.6536416733762974,0.7310943902845879,0.00869322235789427,37.45090919833051,41.888622988997106,0.4980849514761077,-12.491,-26.0,17.0,27.977,2.5,4.4
0.563,0.6343707783573325,0.7309686134354578,-0.01735354389439442,36.34676824630414,41.8814165063815,-0.9942848247438185,-10.827,-26.0,17.0,29.108,2.5,4.4
0.534,0.6145765927229121,0.7300869509340293,-0.043362178053521994,35.21264495055337,41.830900966094696,-2.4844697929616135,-9.163,-26.0,17.0,30.207,2.5,4.4
0.518,0.5942188049264028,0.7284579685875525,-0.06919816993221051,34.04622962959045,41.737567152740255,-3.964763087144736,-7.504,-26.0,17.0,31.262,2.5,4.4
0.5,0.5729345182801764,0.7260847656592113,-0.09488440318503114,32.82672983481502,41.60159264101822,-5.43647584411995,-5.845,-26.0,17.0,32.256,2.5,4.4
0.625,0.5508528432092534,0.7229970437183706,-0.12019888036133794,31.56154304867189,41.4246792054981,-6.886888546902579,-4.197,-26.0,17.0,33.179,2.5,4.4
0.623,0.8355312564647639,0.7291586591001327,0.05948955695379454,47.87241464669375,41.777713761855956,3.4085005385555656,-15.743,-26.0,17.0,34.036,2.5,4.4
0.618,0.8115931561719288,0.7304765831330342,0.03439275867476099,46.50086253035342,41.85322524666008,1.9705599178757551,-14.134,-26.0,17.0,34.821,2.5,4.4
0.596,0.7853616720243098,0.7310943902845879,0.008693222357894381,44.99790919833053,41.888622988997106,0.4980849514761141,-12.491,-26.0,17.0,35.524,2.5,4.4
0.563,0.7571895978201733,0.7309686134354578,-0.017353543894394474,43.38376824630413,41.8814165063815,-0.9942848247438217,-10.827,-26.0,17.0,36.145,2.5,4.4
0.534,0.7277961012997843,0.7300869509340289,-0.04336217805352216,41.69964495055337,41.83090096609467,-2.484469792961623,-9.163,-26.0,17.0,36.694,2.5,4.4
0.518,0.6973677637192676,0.7284579685875525,-0.0691981699322104,39.956229629590446,41.737567152740255,-3.9647630871447297,-7.504,-26.0,17.0,37.172,2.5,4.4
0.5,0.666222366799273,0.7260847656592113,-0.09488440318503094,38.171729834815004,41.60159264101822,-5.436475844119939,-5.845,-26.0,17.0,37.601,2.5,4.4
0.465,0.634733367060101,0.7229970437183706,-0.12019888036133802,36.3675430486719,41.4246792054981,-6.8868885469025845,-4.197,-26.0,17.0,37.985,2.5,4.4
0.425,0.6039542536552419,0.719273190417542,-0.14476263194846903,34.604029753418935,41.211318127834765,-8.294287841852968,-2.582,-26.0,17.0,38.353,2.5,4.4
0.389,0.5743634613232299,0.7150116962776059,-0.16830728830120212,32.90860224034657,40.96715249919669,-9.643297280950456,-1.016,-26.0,17.0,38.71,2.5,4.4
0.365,0.5465394910822278,0.7103220886646264,-0.1906439261688191,31.314406176239544,40.69845777540055,-10.923092359277003,0.489,-26.0,17.0,39.073,2.5,4.4
0.342,0.5199749256096714,0.7052222844256693,-0.21202352633039076,29.792368690063114,40.406260516165375,-12.148053216212274,1.95,-26.0,17.0,39.435,2.5,4.4
0.318,0.4951396364359226,0.6998149098402946,-0.2322894027278308,28.369411437420364,40.096440774177104,-13.309202401919377,3.356,-26.0,17.0,39.809,2.5,4.4
0.305,0.47244176558541284,0.6942360928109053,-0.25123049706396816,27.06891923375314,39.77679810371738,-14.394447166739196,4.691,-26.0,17.0,40.199,2.5,4.4
0.298,0.45128633129065193,0.6884610070334358,-0.26918173956164865,25.856802134897016,39.44591006234236,-15.42297759887217,5.977,-26.0,17.0,40.6,2.5,4.4
0.465,0.4311394298691819,0.6824685327488416,-0.28636655155426166,24.702469713180665,39.10256657699443,-16.4075947977747,7.229,-26.0,17.0,41.001,2.5,4.4
0.425,0.6571693425485492,0.7192731904175425,-0.144762631948469,37.65302975341894,41.21131812783479,-8.294287841852967,-2.582,-26.0,17.0,41.402,2.5,4.4
0.389,0.6283464950874145,0.7150116962776059,-0.16830728830120217,36.001602240346564,40.96715249919669,-9.64329728095046,-1.016,-26.0,17.0,41.803,2.5,4.4
0.365,0.6008017775267316,0.7103220886646264,-0.19064392616881914,34.42340617623955,40.69845777540055,-10.923092359277007,0.489,-26.0,17.0,42.182,2.5,4.4
0.342,0.5742546653466952,0.7052222844256693,-0.2120235263303907,32.90236869006313,40.406260516165375,-12.14805321621227,1.95,-26.0,17.0,42.545,2.5,4.4
0.318,0.5488259642272681,0.6998149098402946,-0.23228940272783083,31.44541143742036,40.096440774177104,-13.309202401919379,3.356,-26.0,17.0,42.885,2.5,4.4
0.305,0.524784189852723,0.6942360928109053,-0.25123049706396805,30.067919233753152,39.77679810371738,-14.39444716673919,4.691,-26.0,17.0,43.198,2.5,4.4
0.298,0.5018136131358876,0.6884610070334358,-0.2691817395616487,28.751802134897005,39.44591006234236,-15.422977598872173,5.977,-26.0,17.0,43.495,2.5,4.4
0.302,0.47946759685690504,0.6824685327488416,-0.28636655155426166,27.471469713180674,39.10256657699443,-16.4075947977747,7.229,-26.0,17.0,43.77,2.5,4.4
0.316,0.4580142073610034,0.676342872825622,-0.30267634955216927,26.242281038815218,38.75159211666151,-17.342077387765723,8.438,-26.0,17.0,44.028,2.5,4.4
0.332,0.4370296231158051,0.6700446427008067,-0.318328652440302,25.039952926728635,38.39073011210744,-18.238888282916157,9.619,-26.0,17.0,44.264,2.5,4.4
0.335,0.4162895715039721,0.6635684788808645,-0.33341254696424655,23.851635502487103,38.019673257789435,-19.103131777758676,10.778,-26.0,17.0,44.473,2.5,4.4
0.333,0.39576771373921377,0.6569376397017854,-0.34793694505487155,22.675819664798674,37.639754158198215,-19.93531848831936,11.915,-26.0,17.0,44.654,2.5,4.4
0.333,0.3758890789245595,0.65024237315916,-0.3617754438136263,21.536857787437164,37.25614364259063,-20.728206061993035,13.019,-26.0,17.0,44.819,2.5,4.4
0.338,0.3563078299895056,0.6434408153268305,-0.37508103123448155,20.414934865863536,36.866443084684,-21.490560065150397,14.101,-26.0,17.0,44.962,2.5,4.4
0.347,0.33697914650546557,0.6365133791150672,-0.38793733535728003,19.30748287868382,36.46953022690387,-22.22717203152339,15.167,-26.0,17.0,45.088,2.5,4.4
0.302,0.3178325730420857,0.629448350462035,-0.40039957868296316,18.210465027094973,36.064733902946124,-22.941205977350116,16.221,-26.0,17.0,45.198,2.5,4.4
0.316,0.4801624355688113,0.6763428728256224,-0.3026763495521691,27.51128103881521,38.75159211666154,-17.342077387765713,8.438,-26.0,17.0,45.297,2.5,4.4
0.332,0.45659476403066135,0.6700446427008067,-0.31832865244030195,26.160952926728623,38.39073011210744,-18.238888282916157,9.619,-26.0,17.0,45.385,2.5,4.4
0.335,0.43353342451367605,0.6635684788808645,-0.3334125469642466,24.839635502487102,38.019673257789435,-19.10313177775868,10.778,-26.0,17.0,45.461,2.5,4.4
0.333,0.4111964243268436,0.6569376397017859,-0.34793694505487155,23.55981966479867,37.63975415819824,-19.93531848831936,11.915,-26.0,17.0,45.538,2.5,4.4
0.333,0.3896946333078347,0.65024237315916,-0.36177544381362614,22.327857787437164,37.25614364259063,-20.728206061993024,13.019,-26.0,17.0,45.61,2.5,4.4
0.338,0.36885674731134466,0.643440815326831,-0.37508103123448144,21.133934865863523,36.86644308468403,-21.490560065150394,14.101,-26.0,17.0,45.681,2.5,4.4
0.347,0.3486728524938276,0.6365133791150672,-0.38793733535728003,19.977482878683823,36.46953022690387,-22.22717203152339,15.167,-26.0,17.0,45.758,2.5,4.4
0.361,0.32884560062216983,0.629448350462035,-0.40039957868296316,18.84146502709497,36.064733902946124,-22.941205977350116,16.221,-26.0,17.0,45.829,2.5,4.4
0.378,0.30953866901318483,0.6222442951238532,-0.4124968559642388,17.735259330552406,35.65197193668962,-23.634328909166705,17.265,-26.0,17.0,45.906,2.5,4.4
0.392,0.2903597185621366,0.6148403608031061,-0.4243467490331312,16.636386414216815,35.22775774831875,-24.313277769695564,18.309,-26.0,17.0,45.978,2.5,4.4
0.393,0.271310657458557,0.607249087668063,-0.4359368720201209,15.544955609294885,34.792809836549736,-24.97734290088763,19.352,-26.0,17.0,46.044,2.5,4.4
0.384,0.2524571426742842,0.5994610661548925,-0.4472884640908221,14.464728783168555,34.346589073087976,-25.627741217292986,20.396,-26.0,17.0,46.11,2.5,4.4
0.372,0.23412303804300172,0.591534941282859,-0.45832660498529876,13.414261966644812,33.89245557002679,-26.260180104217255,21.434,-26.0,17.0,46.187,2.5,4.4
0.355,0.21626028896412713,0.5834236001380888,-0.4691272796475348,12.3908018339241,33.42770995624064,-26.879013178257267,22.473,-26.0,17.0,46.28,2.5,4.4
0.344,0.19921268872849243,0.5752362073293704,-0.4795593529085215,11.414046289596003,32.95860690308532,-27.47672694768308,23.5,-26.0,17.0,46.395,2.5,4.4
0.361,0.1828704496370366,0.5668437866093265,-0.48979837106267565,10.477704961861875,32.47775661592866,-28.063379474273944,24.532,-26.0,17.0,46.544,2.5,4.4
0.378,0.32383291558701843,0.6222442951238527,-0.4124968559642388,18.55425933055241,35.65197193668959,-23.634328909166705,17.265,-26.0,17.0,46.725,2.5,4.4
0.392,0.3072370524289217,0.6148403608031061,-0.42434674903313113,17.60338641421681,35.22775774831875,-24.31327776969556,18.309,-26.0,17.0,46.945,2.5,4.4
0.393,0.2914343037340519,0.6072490876680634,-0.4359368720201209,16.6979556092949,34.79280983654976,-24.97734290088763,19.352,-26.0,17.0,47.197,2.5,4.4
0.384,0.27593182111360803,0.5994610661548925,-0.4472884640908219,15.80972878316856,34.346589073087976,-25.62774121729297,20.396,-26.0,17.0,47.455,2.5,4.4
0.372,0.2608614821835551,0.591534941282859,-0.45832660498529876,14.946261966644824,33.89245557002679,-26.260180104217255,21.434,-26.0,17.0,47.719,2.5,4.4
0.355,0.24549455393503195,0.5834236001380884,-0.46912727964753487,14.065801833924086,33.42770995624062,-26.87901317825727,22.473,-26.0,17.0,47.955,2.5,4.4
0.344,0.23008756319627205,0.5752362073293704,-0.47955935290852153,13.183046289595998,32.95860690308532,-27.476726947683083,23.5,-26.0,17.0,48.164,2.5,4.4
0.337,0.2589521435380008,0.8307659089796067,-0.3763987402699984,14.836864920593339,47.59938034788096,-21.56605923151177,24.532,-26.0,17.0,48.323,12.1,17.2
0.333,0.23642963358601626,0.8239460629393074,-0.3946750513696761,13.546420156303231,47.20863195284281,-22.6132147225914,25.571,-26.0,17.0,48.455,12.1,17.2
