No,Time,Roll(rad),Pitch(rad),Yaw(rad),Roll(deg),Pitch(deg),Yaw(deg),W_AngleX(deg),W_AngleY(deg),W_AngleZ(deg),H_AngleX(deg),H_AngleY(deg),H_AngleZ(deg),W_Debug_Roll(deg),W_Debug_Pitch(deg),W_Debug_Yaw(deg),H_Debug_Roll(deg),H_Debug_Pitch(deg),H_Debug_Yaw(deg)
37,0.212,-0.3315367980645253,-0.1832340787964042,2.0354058300878433,-18.99565928237834,-10.498539378001528,116.62016366035537,-0.456,-14.095,-61.007,-2.972,-16.6,113.692,-17.816892588453516,8.12317937743204,-115.75606648554357,-3.7959588377688216,1.8497718667499758,0.9799041588630679
38,0.218,-0.33208329654704194,-0.18330963021200275,2.0347509129143613,-19.026971338936846,-10.502868155251564,116.58263967038421,-0.45,-14.123,-60.969,-2.95,-16.622,113.692,-17.8392325808803,8.131631509053708,-115.7181561149851,-3.817800462168896,1.8712248019901356,0.9847823401522524
39,0.223,-0.3327051420712187,-0.1833884592401076,2.0348886156287187,-19.062600462981276,-10.50738472586509,116.59052945474438,-0.456,-14.15,-60.969,-2.928,-16.65,113.698,-17.8661770357005,8.125644125092494,-115.71776328096395,-3.845140749179949,1.8913496979687812,0.9955069790896403
40,0.226,-0.33333784414615397,-0.18336613534937518,2.0350037578631435,-19.098851621564236,-10.506105661143812,116.59712661882064,-0.461,-14.178,-60.974,-2.9,-16.677,113.698,-17.894882916377686,8.120330549641118,-115.72247578530039,-3.871934341835638,1.9186533425335763,1.0017161334764881
41,0.226,-0.334009441301407,-0.18323495890698238,2.0351038950753404,-19.137331304093227,-10.498589804623162,116.60286405845173,-0.461,-14.2,-60.974,-2.873,-16.705,113.703,-17.91688291637769,8.120330549641118,-115.72247578530039,-3.8993165691015323,1.9438750201009765,1.0125760381545519
42,0.225,-0.33461760439412047,-0.18315447242513105,2.0345328679233496,-19.172176482561333,-10.493978268905225,116.57014661265528,-0.461,-14.222,-60.936,-2.845,-16.738,113.708,-17.933165945551288,8.122791979665353,-115.68417266188227,-3.9316887304554684,1.9700716791912878,1.0236582798284846
43,0.225,-0.3352501748951068,-0.1830333914771194,2.034544715309351,-19.208420102512324,-10.487040841604713,116.57082541787143,-0.461,-14.244,-60.93,-2.818,-16.765,113.714,-17.954263110850512,8.123180280623313,-115.67812475615753,-3.9579828801989376,1.9950716680905398,1.0354938348462768
44,0.225,-0.3359277984330765,-0.1828359934125392,2.0346663140292116,-19.247245071336714,-10.475730765620218,116.57779251131363,-0.467,-14.266,-60.936,-2.785,-16.798,113.714,-17.977110537130674,8.11680456133892,-115.68378037132977,-3.9907260040684545,2.0272506847831475,1.0428134572032717
45,0.225,-0.33649855536363305,-0.18275347929165764,2.0346678495370107,-19.279947034585444,-10.471003054743472,116.57788048942993,-0.472,-14.288,-60.93,-2.758,-16.826,113.719,-17.998161580756364,8.112203335520505,-115.677405739766,-4.018097606186649,2.0524718331927723,1.0536755338641404
46,0.229,-0.33708531976984013,-0.1825894196649347,2.0340976645718647,-19.31356615862961,-10.461603130543756,116.54521129738525,-0.461,-14.31,-60.892,-2.73,-16.848,113.725,-18.014544176531867,8.125637328922549,-115.63982107397595,-4.039375738930095,2.0784465105488823,1.0657346602978377
47,0.234,-0.3373615027762017,-0.18237755084090068,2.0340966842498465,-19.32939027926736,-10.449463941116207,116.54515512907103,-0.461,-14.321,-60.892,-2.708,-16.859,113.725,-18.025544176531866,8.125637328922549,-115.63982107397595,-4.05019781828283,2.0998990548877017,1.0706152337708565
48,0.239,-0.33728694576593743,-0.18213489134689853,2.03418179857437,-19.325118477246107,-10.435560576251104,116.55003182064235,-0.467,-14.321,-60.897,-2.692,-16.859,113.725,-18.02624142633845,8.119326791266406,-115.64446938623142,-4.050067271355788,2.115500895762897,1.0741648258435859
49,0.239,-0.3369972885580148,-0.18190531867577908,2.0340809235231543,-19.308522341726597,-10.422407031104415,116.54425210594951,-0.472,-14.31,-60.892,-2.686,-16.853,113.725,-18.014442771618665,8.11466031282625,-115.6391031599288,-4.044018066555663,2.121351584002923,1.0754959412526301
50,0.233,-0.33645637458399635,-0.18174540583337162,2.033278094555773,-19.27753025393569,-10.413244700144526,116.49825339444773,-0.472,-14.288,-60.848,-2.692,-16.842,113.725,-17.9858188779663,8.117500504757086,-115.59475220273185,-4.033067271355787,2.11550089576291,1.0741648258435725
51,0.225,-0.33613128976617856,-0.1816716816989783,2.0332620538978246,-19.25890426589095,-10.409020618395534,116.49733433244666,-0.472,-14.271,-60.848,-2.703,-16.831,113.725,-17.968818877966278,8.117500504757086,-115.59475220273185,-4.0221571264090015,2.1047746310289885,1.0717244736546292
52,0.217,-0.33558619190030026,-0.18146051156502496,2.0332434696567363,-19.227672458754537,-10.396921460960796,116.49626953386685,-0.478,-14.249,-60.848,-2.708,-16.815,113.725,-17.946763705007186,8.11151299612585,-115.5943613262214,-4.006197818282827,2.0998990548877017,1.0706152337708663
53,0.212,-0.3353599027158438,-0.18116530618538462,2.033211522938115,-19.214707043535725,-10.380007438617847,116.49443912172056,-0.472,-14.233,-60.848,-2.708,-16.804,113.725,-17.93081887796629,8.117500504757086,-115.59475220273185,-3.9951978182828274,2.099899054887714,1.0706152337708634
54,0.21,-0.3350231394409251,-0.18094047873227748,2.0324039216781653,-19.19541192918788,-10.367125774436131,116.448166977996,-0.467,-14.216,-60.804,-2.708,-16.798,113.725,-17.907238662259065,8.125325247298639,-115.55072575953507,-3.989197818282824,2.099899054887714,1.0706152337708628
55,0.21,-0.3347300749021819,-0.18077295134060534,2.0322820436554103,-19.178620567992944,-10.357527161940483,116.44118388167674,-0.467,-14.205,-60.804,-2.708,-16.787,113.719,-17.89623866225908,8.125325247298639,-115.55072575953507,-3.9786956471246686,2.101227733886519,1.0647671399714915
56,0.211,-0.33445919707715954,-0.18055169889861333,2.032355053178807,-19.16310041185548,-10.344850330807377,116.44536701923163,-0.472,-14.189,-60.809,-2.708,-16.782,113.719,-17.880945805338037,8.120013703369724,-115.555440588005,-3.9736956471246656,2.1012277338865317,1.0647671399714975
57,0.212,-0.3341754261392298,-0.18048896979667584,2.0323619493654865,-19.146841534763638,-10.341256218013713,116.44576214162309,-0.472,-14.178,-60.804,-2.714,-16.771,113.725,-17.86919271872403,8.120335619796998,-115.55040060079929,-3.9622465236851934,2.094048362480335,1.0692841550458816
58,0.213,-0.3338599695157639,-0.1803419575731986,2.0316463756905936,-19.128767201619596,-10.332833038071634,116.40476279012107,-0.467,-14.161,-60.765,-2.719,-16.765,113.725,-17.846363526150185,8.127833977438799,-115.51141305931593,-3.956287007483693,2.089172784611498,1.0681749303691164
59,0.214,-0.33366696166608967,-0.18028347936879308,2.031547042044732,-19.117708666420366,-10.329482483765695,116.39907139144954,-0.467,-14.15,-60.76,-2.725,-16.76,113.725,-17.834610175206652,8.128155320881339,-115.50637293298477,-3.9513354631998947,2.083322090136402,1.0668438698456877
60,0.215,-0.33344171981243076,-0.18002879958036844,2.031506351724689,-19.104803258836007,-10.314890406761677,116.39674000784406,-0.467,-14.134,-60.765,-2.725,-16.754,113.719,-17.819363526150177,8.127833977438813,-115.51141305931587,-3.945833374292176,2.084650736386536,1.0609959169925947
61,0.216,-0.33317843420305526,-0.18004437278288266,2.0316050423466354,-19.08971810461226,-10.315782685539245,116.40239456395909,-0.467,-14.123,-60.765,-2.736,-16.743,113.725,-17.808363526150195,8.127833977438813,-115.51141305931587,-3.934423944968536,2.072595814016705,1.0644036178822798
62,0.217,-0.3328353363824531,-0.17986495942048863,2.0306862295672907,-19.07006004753162,-10.305503057085817,116.34975046953996,-0.456,-14.106,-60.721,-2.741,-16.732,113.719,-17.784833940923136,8.141636881858016,-115.4677726295717,-3.923962001174742,2.0690488481426015,1.057446603231238
63,0.217,-0.33255751731596717,-0.17979755259349894,2.0306750759856325,-19.054142187553712,-10.301640930388938,116.34911141638449,-0.456,-14.095,-60.721,-2.747,-16.721,113.719,-17.77383394092315,8.141636881858016,-115.4677726295717,-3.9130099865939094,2.0631981380027136,1.056115628602975
64,0.218,-0.33236927352737666,-0.17972857905372197,2.0307662691689154,-19.04335661294792,-10.29768903766164,116.35433640090697,-0.456,-14.079,-60.727,-2.758,-16.716,113.719,-17.758738251194572,8.141251864860996,-115.47382103219267,-3.9080976061866486,2.0524718331927723,1.0536755338641337
65,0.218,-0.332183820579254,-0.179598649308516,2.03074545935929,-19.032730941722235,-10.290244611628127,116.35314408664297,-0.45,-14.068,-60.727,-2.763,-16.705,113.719,-17.74779335952558,8.147239494936077,-115.47421003477923,-3.8971372819724817,2.047596238866626,1.052566410725978
66,0.218,-0.3317792687634793,-0.17952620829833776,2.0300269528402692,-19.00955183008399,-10.286094047481251,116.31197669555043,-0.439,-14.052,-60.688,-2.774,-16.688,113.719,-17.726015533661872,8.160717848754539,-115.43560665422771,-3.8802242358464385,2.0368699286531515,1.0501263635547569
67,0.218,-0.33132845112613285,-0.17937384514110777,2.0300039663104337,-18.98372188213398,-10.277364281618684,116.31065966440521,-0.439,-14.03,-60.688,-2.785,-16.672,113.719,-17.704015533661863,8.160717848754553,-115.43560665422771,-3.8643107320572967,2.026143614748694,1.047686348875544
68,0.218,-0.3309114273781939,-0.17929269149156468,2.0300052565182964,-18.959828181420352,-10.272714520007781,116.31073358787043,-0.439,-14.013,-60.694,-2.796,-16.655,113.714,-17.68792010528635,8.160333334380613,-115.44165539206713,-3.847812087060876,2.0165243495328684,1.040373550976064
69,0.217,-0.3305383871683778,-0.17918999269579894,2.02997845878929,-18.938454551809215,-10.266830312449327,116.30919819109783,-0.434,-13.991,-60.694,-2.812,-16.639,113.714,-17.66596607486393,8.165323053103005,-115.44197915165954,-3.831936481780829,2.00092240083351,1.036824653836592
70,0.215,-0.3299280948346591,-0.17916368482433387,2.0292809442636823,-18.903487376817942,-10.265322982446406,116.26923355263145,-0.428,-13.969,-60.656,-2.829,-16.617,113.714,-17.638291489128264,8.173744446747996,-115.40405769438193,-3.810067590374258,1.984345321937459,1.0330540246003939
71,0.214,-0.329483356503367,-0.17907179003818952,2.029152836226765,-18.878005747447215,-10.260057799041078,116.26189350279438,-0.423,-13.953,-60.656,-2.84,-16.595,113.708,-17.62233746483733,8.178734196929495,-115.40438096963939,-3.7886505608165586,1.9749473035437024,1.024767218102804
72,0.213,-0.328947547876949,-0.17891056477289724,2.0292180084075295,-18.84730617452676,-10.250820271788953,116.26562759369385,-0.423,-13.931,-60.661,-2.851,-16.573,113.708,-17.601091487770972,8.178414181556063,-115.40942184988764,-3.766734409238716,1.964220928995189,1.022327562467236
73,0.212,-0.3285241516907804,-0.17879134717213074,2.0291932918991655,-18.823047359997368,-10.243989606421358,116.26421144208028,-0.417,-13.914,-60.661,-2.862,-16.551,113.708,-17.584146706066505,8.184401876380848,-115.40980987017771,-3.744817800129046,1.9534945508882584,1.0198879381590131
74,0.211,-0.32802174736035783,-0.17876487490981408,2.028412963498333,-18.794261712255057,-10.24247285751645,116.2195019180784,-0.412,-13.898,-60.623,-2.873,-16.534,113.703,-17.562461323249035,8.191822161992306,-115.37182122627621,-3.728316569101528,1.9438750201009891,1.0125760381545392
75,0.21,-0.32770333004964125,-0.17864562054472954,2.0283883111967524,-18.77601774422709,-10.235640085708594,116.21808944524254,-0.406,-13.881,-60.623,-2.884,-16.518,113.703,-17.545516548550616,8.197809894528891,-115.37220866518037,-3.7123990894910874,1.9331486172395598,1.0101365522893713
76,0.208,-0.3272265949343607,-0.1785712529728556,2.028479163133807,-18.74870283417583,-10.231379137707581,116.22329487779635,-0.406,-13.865,-60.634,-2.895,-16.496,113.698,-17.531175839312496,8.19710669610581,-115.38329920567531,-3.69089717149535,1.9235289909885522,1.0028249318253697
77,0.207,-0.32679802740698816,-0.17849692163297148,2.0284631602125813,-18.724147723621027,-10.227120265646668,116.22237797795025,-0.406,-13.848,-60.634,-2.906,-16.479,113.698,-17.514175839312504,8.19710669610581,-115.38329920567531,-3.673978821487033,1.9128025634399883,1.0003855838009788
78,0.208,-0.32650347931655077,-0.17843099530783557,2.027746594954108,-18.707271361175327,-10.223342965457574,116.18132181289401,-0.396,-13.832,-60.595,-2.917,-16.469,113.698,-17.492384315042965,8.209578020030557,-115.34462303416561,-3.66406001404387,1.9020761324268969,0.9979462662795742
79,0.209,-0.32619550252947926,-0.17841434483904628,2.02764221059216,-18.68962559108813,-10.222388963869033,116.17534102950722,-0.39,-13.821,-60.59,-2.928,-16.452,113.698,-17.480685143780427,8.215884955957497,-115.33996863378758,-3.647140749179952,1.8913496979687812,0.9955069790896381
80,0.211,-0.3259380739057033,-0.17842523070137273,2.027722706817912,-18.674876017419905,-10.2230126778367,116.17995312350956,-0.39,-13.81,-60.595,-2.939,-16.441,113.698,-17.470439600162475,8.215565779839343,-115.34501005989709,-3.636221026909305,1.880623260085081,0.9930677220596088
81,0.213,-0.32552642220790373,-0.17824616201661336,2.02770256220046,-18.651290112506597,-10.212752797957029,116.17879892194965,-0.39,-13.793,-60.595,-2.944,-16.425,113.698,-17.45343960016247,8.215565779839343,-115.34501005989709,-3.620257365581234,1.8757476053744502,0.9919589787879548
82,0.214,-0.3252736814656425,-0.17824916754046405,2.027009269057724,-18.636809134664023,-10.212925001788898,116.13907615090552,-0.379,-13.782,-60.557,-2.955,-16.414,113.698,-17.436806341038704,8.22896749927945,-115.30740348505626,-3.6093369780165734,1.865021162542901,0.9895197653206916
83,0.214,-0.3249326281144106,-0.1781585364874403,2.0267791121424255,-18.617268217049645,-10.20773222495781,116.12588913103316,-0.374,-13.771,-60.551,-2.961,-16.397,113.692,-17.424946804298745,8.234339750472682,-115.30167548862448,-3.592879878643796,1.860498336054681,0.9823432346749172
84,0.214,-0.32464005571992194,-0.178089305877543,2.026870311436758,-18.600505053643406,-10.20376560319758,116.13111446569297,-0.374,-13.755,-60.557,-2.972,-16.386,113.692,-17.4098524490825,8.233957330198745,-115.30772553062546,-3.5819588377688203,1.8497718667499758,0.9799041588630676
85,0.213,-0.3243627626299783,-0.17800414378667484,2.0268585180253176,-18.584617329901498,-10.198886174816325,116.1304387529914,-0.374,-13.744,-60.557,-2.977,-16.375,113.692,-17.39885244908249,8.23395733019873,-115.30772553062552,-3.570994577093864,1.8448961977756768,0.9787954977998778
86,0.212,-0.32405957004389896,-0.17782747795508502,2.0261360208877304,-18.567245674339492,-10.188763968282059,116.08904271629736,-0.363,-13.727,-60.518,-2.983,-16.364,113.692,-17.376066420529536,8.24741906917338,-115.26910743756036,-3.5600373395576845,1.839045394095485,0.9774651125451861
87,0.21,-0.32376327754851,-0.17775085624152043,2.026036097259237,-18.550269364852305,-10.184373867475747,116.08331751411106,-0.363,-13.716,-60.513,-2.988,-16.353,113.692,-17.364311476881007,8.247737255799436,-115.2640655264438,-3.5490728710071675,1.83416972360499,0.9763564648316513
88,0.209,-0.32338901124440245,-0.17763337786042688,2.0261132789823972,-18.528825485212984,-10.177642852055058,116.08773970110369,-0.368,-13.7,-60.518,-2.994,-16.342,113.692,-17.349020309047077,8.2424292060927,-115.26878589019977,-3.53811538402401,1.828318918110699,0.9750260955498017
89,0.208,-0.3231968780982115,-0.17746952708788122,2.026009973533169,-18.51781706683167,-10.168254894318233,116.0818207348622,-0.368,-13.689,-60.513,-2.994,-16.337,113.692,-17.337265373121546,8.242747388526235,-115.26374404525853,-3.5331153840240113,1.828318918110699,0.9750260955497912
90,0.207,-0.322953823376662,-0.17727800717600983,2.025398027820186,-18.50389105709616,-10.157281611675286,116.04675882821716,-0.357,-13.678,-60.474,-2.994,-16.326,113.698,-17.32047721534211,8.256204734426102,-115.22512350379435,-3.5216155549403187,1.826991019965129,0.9808718833048642
91,0.206,-0.32274439986511794,-0.1771140833908591,2.0252947797463756,-18.491891973753873,-10.147889470624339,116.04084314934497,-0.357,-13.667,-60.469,-2.994,-16.32,113.698,-17.308722008308475,8.25652234740804,-115.22008144029517,-3.515615554940317,1.8269910199651416,0.9808718833048587
92,0.204,-0.3225366093067328,-0.1770561146453531,2.0253830807530324,-18.479986451735737,-10.144568106163177,116.04590242435316,-0.363,-13.661,-60.474,-2.994,-16.315,113.698,-17.303421925127466,8.25021685482221,-115.22473833518559,-3.5106155549403235,1.826991019965129,0.9808718833048622
93,0.202,-0.3223540387692264,-0.17689930631239892,2.025369374710149,-18.46952593047319,-10.135583650492421,116.04511712594211,-0.363,-13.651,-60.474,-2.994,-16.309,113.698,-17.29342192512748,8.25021685482221,-115.22473833518565,-3.504615554940321,1.826991019965129,0.9808718833048713
94,0.201,-0.3222320009999793,-0.1767310710009724,2.0245730733286025,-18.462533681354135,-10.125944477182612,115.99949241755905,-0.357,-13.645,-60.43,-2.988,-16.309,113.698,-17.280830403859003,8.25899747120163,-115.18075306075787,-3.504573071141605,1.8328418138597717,0.982202302666241
