Time,Roll(rad),Pitch(rad),Yaw(rad),Roll(deg),Pitch(deg),Yaw(deg)
0.125,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.127,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.129,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.13,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.131,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.13,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.129,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.126,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.125,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.124,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.124,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.125,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.127,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.129,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.131,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.133,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.134,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.134,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.132,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.13,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.128,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.127,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.125,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.124,-0.004235370823041993,0.001982530803275262,0.01576519068251292,-0.24266887283315602,0.1135906477823534,0.9032788893269601
0.124,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.125,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.128,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.133,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.14,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.146,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.15,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.151,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.151,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.148,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.145,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.141,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.137,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.132,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.125,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.119,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.114,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.11,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.108,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
0.107,-0.004242352231141256,0.001999460435199163,0.015765144930857747,-0.24306887805230226,0.11456064424030286,0.9032762679502129
