Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3(),Raw power(),Power Percent(%)()
 15:25:23.605,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.933, -0.455, 0.361, 22.217, 27.222, -6.226, , , , , , , -54.816, 56.992, 9.003, 60.167, 14.293, 88.487, 27.03, 0.74142, -0.41309, 0.38745, 0.35971, 404, 100,
 15:25:23.608,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.946, -0.448, 0.335, 22.034, 23.01, -5.31, , , , , , , -54.893, 57.041, 8.784, 60.167, 14.293, 88.487, 27.03, 0.74142, -0.41309, 0.38745, 0.35971, 404, 100,
 15:25:23.608,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.951, -0.44, 0.315, 21.179, 19.531, -4.333, , , , , , , -54.948, 57.079, 8.597, 60.167, 14.293, 88.487, 27.03, 0.74142, -0.41309, 0.38745, 0.35971, 404, 100,
 15:25:23.608,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.947, -0.431, 0.302, 19.897, 16.296, -3.54, , , , , , , -54.981, 57.118, 8.443, 60.167, 14.293, 88.487, 27.03, 0.74142, -0.41309, 0.38745, 0.35971, 404, 100,
 15:25:23.608,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.939, -0.422, 0.294, 18.127, 12.512, -2.991, , , , , , , -54.992, 57.145, 8.317, 60.167, 14.293, 88.487, 27.03, 0.74142, -0.41309, 0.38745, 0.35971, 404, 100,
 15:25:23.608,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.93, -0.416, 0.291, 15.747, 8.301, -2.563, , , , , , , -54.987, 57.162, 8.223, 60.167, 14.293, 88.487, 27.03, 0.74142, -0.41309, 0.38745, 0.35971, 404, 100,
 15:25:23.608,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.923, -0.414, 0.294, 13.184, 3.845, -1.892, , , , , , , -54.965, 57.167, 8.168, 60.167, 14.293, 88.487, 27.03, 0.74142, -0.41309, 0.38745, 0.35971, 404, 100,
 15:25:23.608,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.921, -0.415, 0.303, 11.047, 0, -0.916, , , , , , , -54.921, 57.167, 8.152, 60.167, 14.293, 88.487, 27.03, 0.74142, -0.41309, 0.38745, 0.35971, 404, 100,
 15:25:23.673,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.921, -0.42, 0.313, 9.644, -2.747, 0.183, , , , , , , -54.86, 57.162, 8.163, 60.167, 14.293, 88.487, 27.03, 0.7576, -0.43149, 0.40253, 0.27875, 404, 100,
 15:25:23.673,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.92, -0.428, 0.325, 9.033, -4.578, 1.404, , , , , , , -54.783, 57.151, 8.201, 60.167, 14.293, 88.487, 27.03, 0.7576, -0.43149, 0.40253, 0.27875, 404, 100,
 15:25:23.673,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.918, -0.435, 0.34, 9.094, -5.493, 2.38, , , , , , , -54.695, 57.145, 8.251, 60.167, 14.293, 88.487, 27.03, 0.7576, -0.43149, 0.40253, 0.27875, 404, 100,
 15:25:23.673,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.913, -0.44, 0.356, 9.766, -5.066, 2.93, , , , , , , -54.597, 57.14, 8.317, 60.167, 14.293, 88.487, 27.03, 0.7576, -0.43149, 0.40253, 0.27875, 404, 100,
 15:25:23.673,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.905, -0.441, 0.368, 10.803, -3.601, 3.235, , , , , , , -54.503, 57.14, 8.366, 60.167, 14.293, 88.487, 27.03, 0.7576, -0.43149, 0.40253, 0.27875, 404, 100,
 15:25:23.673,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.895, -0.437, 0.372, 11.841, -2.258, 3.418, , , , , , , -54.41, 57.145, 8.405, 60.167, 14.293, 88.487, 27.03, 0.7576, -0.43149, 0.40253, 0.27875, 404, 100,
 15:25:23.673,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.885, -0.429, 0.371, 12.573, -1.526, 3.113, , , , , , , -54.322, 57.156, 8.438, 60.167, 14.293, 88.487, 27.03, 0.7576, -0.43149, 0.40253, 0.27875, 404, 100,
 15:25:23.673,d6:a8:b9:ee:a0:b7, 2015-01-01 00:09:00.220, -0.875, -0.417, 0.372, 12.817, -1.221, 2.563, , , , , , , -54.234, 57.162, 8.47, 60.167, 14.293, 88.487, 27.03, 0.7576, -0.43149, 0.40253, 0.27875, 404, 100,
